Listing_num,Address,Community,House_type,Listing_price,Sigma_estimate,Estimated_on,Bedroom,Washroom,Parking,Tax,Property_type,Maintenance,Building_age,Size,Basement,Utility_incl,Days_on_market,Rental_dom,Listed_on,Updated_on,Rental_estimate,Rental_yield,Major_intersection,Amenities,Exposure,Municipality,Description
C4932661,Unit 2905 - 251 Jarvis St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 759,000","$773,031",2020-09-29,2 Bedrooms,2 Bathrooms,0 Garage,"$ 2,020","Condo Apt, Apartment",$585/month,New,700-799 feet²,Other,,31 days,22 day(s),2020-09-29,2020-09-29,"$2,824",2.95%,Dundas St.E/Jarvis St.,"Concierge, Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Sauna",Sw,Toronto,"Brand New 2 Bedrooms 2 Bath Condo Located In Heart Of Toronto Centre, Steps To Everything With Excellent Walk Score. Stainless Steel Appliances, Open Balcony. Excellent Amenities Such As Rooftop Sky Lounge And Four Rooftop Gardens, Library, Fully-Equipped Fitness Centre, Swimming Pool. Close To Eaton Centre And Ryerson University."
C4858760,Unit 1605 - 70 Carlton St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 888,000","$759,253",2020-10-19,2 Bedrooms,2 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$450/month,New,700-799 feet²,None,"water,heat",85 days,22 day(s),2020-08-06,2020-10-19,"$2,747",2.95%,Church & Carlton,"Concierge, Games Room, Gym, Media Room, Party/Meeting Room, Rooftop Deck/Garden",Nw,Toronto,"2 Bed 2 Bath At The Stunning Stanley Condos In A Prime Location Downtown At Church And Carlton! With Over 16,000 Sq. Ft. Of Hotelinspired Amenities That Optimize Downtown Living. Featuring A Fitness Centre, Party Room, Theatre, Study Hall, An 8,000 Sq. Ft. Outdoor Terrace, And More, There's Never A Dull Moment At Stanley. Set To Occupy In December 2020."
C4909425,Unit 3801 - 197 Yonge St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 599,000","$622,499",2020-10-26,1 Bedrooms,1 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$381/month,0-5,500-599 feet²,None,heat,48 days,22 day(s),2020-09-12,2020-10-26,"$2,059",3.14%,Yonge/Queen,,N,Toronto,"""The Massey Tower""- Super Masterpiece New Condo At Downtown Toronto On Yonge And Queen St! Bright And Unique Unit With Breathtaking View! Enjoy Views From Floor To Ceiling Windows! Across From Eaton Centre. Walking Distance To Ttc, Subway, Financial District, Hospital, Restaurant And Enetrtainment!"
C4946518,Unit 502 - 251 Jarvis St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 499,900","$508,927",2020-10-12,1+1 Bedrooms,1 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$376/month,New,500-599 feet²,None,,23 days,23 day(s),2020-10-07,2020-10-08,"$1,725",2.92%,Dundas St & Jarvis St,,N,Toronto,"Brand New Fabulous Architectural Design Of Dundas Square Gardens. Steps To Street Car, Ryerson University, Subway, Eaton Center. High Ceiling With Floor To Ceiling Windows And Large Balcony. Excellent Opportunity To Own This Chic Unit In The Heart Of Toronto. Modern Living With Everything At Your Doorstep."
C4934780,Unit 620 - 251 Jarvis St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 609,000","$611,719",2020-10-24,2 Bedrooms,1 Bathrooms,0 Garage,"$ 2,020","Condo Apt, Apartment",$456/month,-,500-599 feet²,None,,30 days,22 day(s),2020-09-30,2020-10-24,"$2,266",2.91%,Dundas/Jarvis,,Se,Toronto,"Stunning 2 Bedroom + Media Condo Unit Total 577 Sqft With Large Size Terrace Located In Heart Of Toronto Centre, Steps To Everything With Excellent Walk Score. Excellent Amenities Such As Rooftop Sky Lounge And Four Rooftop Gardens, Library, Fully-Equipped Fitness Centre, Swimming Pool. Close To Eaton Centre And Ryerson University."
C4951947,Unit 306 - 55 Bloor St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 629,000","$647,677",2020-10-14,1+1 Bedrooms,2 Bathrooms,1 Garage,"$ 2,813","Condo Apt, Apartment",$819/month,-,700-799 feet²,None,"water,hydro,heat",17 days,23 day(s),2020-10-13,2020-10-13,"$2,803",2.91%,Bloor/Yonge,"Concierge, Exercise Room, Party/Meeting Room, Rooftop Deck/Garden, Sauna, Security Guard",N,Toronto,"Heart Of Prestigious Yorkville Living! Perfect Walk And Transit Score! Steps To Two Subway Lines And Quick Access To Dvp. 8.5 Ft Ceiling Height Rarely Offered 1 + Den + Solarium With Two Full Bath At 750 Sq Ft That Is Almost Like A 3-Bedroom. Huge Rental Potential Or Small Family Home. Groceries, Shops, U Of T, Restaurants, Bars, Theatre, Everything You Need!"
C4953409,Unit 407 - 120 Lombard St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 599,000","$603,820",2020-10-16,1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,943","Condo Apt, Apartment",$466/month,-,500-599 feet²,None,"water,hydro,heat",16 days,23 day(s),2020-10-14,2020-10-16,"$2,232",2.91%,Richmond & Jarvis,"Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",N,Toronto,"Spectacular, Bright, Renovated Unit With Open Concept Design, S/S Appliances, Newer Upgraded Appliances, Marble Kitchen Countertops, Upgraded Lighting, 9Ft Ceilings. European Inspired French Quarter Condos. Open Your French Doors To Bring The Outside In. Beautiful North Facing Views. Charming Boutique Building In A+ Location. Steps From Shopping, Greenspace, St Lawrence Market, Distillery, Financial & Entertainment District."
C4936239,Unit 4002 - 85 Wood St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 638,000","$633,679",2020-10-12,2 Bedrooms,1 Bathrooms,0 Garage,"$ 2,608","Condo Apt, Apartment",$407/month,0-5,500-599 feet²,None,heat,29 days,23 day(s),2020-10-01,2020-10-10,"$2,300",2.89%,College And Carlton,,S,Toronto,"Undeniably Beautiful City & Lake Views From This 2 Bedroom Condo, Large Balcony South Facing With Floor To Ceiling Windows Throughout, Allowing Natural Light. Integrated Appliances. Modern Kitchen, Large Bedroom, Double Door Closets. Steps To The Subway, Ttc, Shopping, Restaurants & University (Ryerson & U Of T)."
C4934777,Unit 1525 - 251 Jarvis St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 749,000","$740,564",2020-10-24,2 Bedrooms,2 Bathrooms,0 Garage,"$ 2,020","Condo Apt, Apartment",$586/month,New,700-799 feet²,Other,heat,30 days,22 day(s),2020-09-30,2020-10-24,"$2,736",2.9%,Dundas St.E/Jarvis St.,"Concierge, Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Sauna",Sw,Toronto,"Brand New 2 Bedrooms Condo Located In Heart Of Toronto Centre, Steps To Everything With Excellent Walk Score. Stainless Steel Appliances, Open Balcony. Excellent Amenities Such As Rooftop Sky Lounge And Four Rooftop Gardens, Library, Fully-Equipped Fitness Centre, Swimming Pool. Close To Eaton Centre And Ryerson University."
C4914445,Unit 4514 - 197 Yonge St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 695,000","$674,640",2020-09-18,1+1 Bedrooms,1 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$417/month,0-5,600-699 feet²,None,heat,45 days,22 day(s),2020-09-15,2020-09-18,"$2,260",3.03%,Yonge/Queen,"Concierge, Guest Suites, Gym, Party/Meeting Room, Sauna, Security Guard",N,Toronto,"One Year Old, Top Of The Line Luxurious Condo At The Heart Of The City Across From Eaton Centre, Close To Universities, Shopping, Transit, Hospitals, Train Station. Open Concept With Floor To Ceiling Windows, 9 Feet Ceiling, Center Island, Breathtaking View"
C4931679,Unit 1207 - 45 Charles St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 628,000","$624,710",2020-10-29,1+1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,651","Condo Apt, Apartment",$379/month,-,600-699 feet²,None,"water,heat",35 days,22 day(s),2020-09-25,2020-10-29,"$2,233",2.88%,Yonge/Bloor,"Concierge, Security System",Nw,Toronto,"Location! Luxury ""Chaz"" Condo! Steps To Two-Subway Line! Close To Bloor/Yorkville Shops, Restaurants, Cafes, Royal Ontario Museum, University Of Toronto & Ryerson University! Popular ""Deco 620"" Model (Total: 620 Sq Ft, Suite: 592 Sq Ft, Balcony: 28 Sq Ft)! Sunny & Spacious One Bedroom Suite Plus Study! Floor To Ceiling Windows! 9' Ceiling! Great Facilities W/Chaz Club (36th & 37th Fl) Overlooking Stunning Skyline/Lake Ontario & Much More! 24 Hour Concierge!"
C4910251,Unit 4007 - 88 Queen St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 928,000","$894,062",2020-10-01,2 Bedrooms,2 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$419/month,-,600-699 feet²,None,,47 days,22 day(s),2020-09-13,2020-09-30,"$2,872",3.06%,Yonge And Queen,"Bbqs Allowed, Concierge, Gym, Outdoor Pool, Party/Meeting Room, Visitor Parking",S,Toronto,"Pre Construction Suite. Occupancy Summer 2024. Walk Score 97. Transit Score 100. Bike Score 98. Steps To Yonge & Queen. 51 Storey Residential Tower With 5 Storeys Of Office Space Occupying The Podium Level With Food Hall And Retail Shops On The Ground Floor. Iconic Lattice Of White Aluminum And Fritted Glass. Engaging Design Complements The Urban Chic Neighbourhood. 24 Hr Ttc Service. Close To The Financial Core, Ryerson, George Brown, Uoft, Eaton Centre"
C4912159,Unit 2513 - 210 Victoria St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 618,000","$597,531",2020-10-14,1 Bedrooms,2 Bathrooms,0 Garage,"$ 2,152","Condo Apt, Apartment",$465/month,-,600-699 feet²,None,"water,hydro,heat",45 days,22 day(s),2020-09-15,2020-10-14,"$2,450",3.05%,Yonge/Shuter/Queen/Dundas,,N,Toronto,"Welcome To The Highly Sought Address In The Heart Of Downtown. Perfect For All Investors And First Time Buyers. This Luxury Spacious Home Has Amazing Open Concept Layout, With Stunning City Views Making It A Great Fit For Both Living And Hosting.Building Has Good Track Record Of Managing, Renovating And Keeping All-Inclusive Maintenance Fee Increases To A Minimum. Enjoy The Life Here Or Take Advantage Of Income Potential."
C4900438,Unit 2401 - 42 Charles St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 599,000","$709,304",2020-10-14,1+1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,729","Condo Apt, Apartment",$342/month,0-5,500-599 feet²,None,"water,heat",58 days,22 day(s),2020-09-02,2020-10-13,"$2,167",2.88%,Yonge & Charles,,E,Toronto,"3D Tour Attached.Luxurious 1+1 Bed Condo At Yonge/Bloor.Open Concept Layout. Den With Window And Can Be Used As Second Bedroom.Floor To Ceiling Windows. Walking Distance To U Of T And Yonge/Bloor Subway Line. Steps To Yorkville, Bloor St. Shopping. Missoni Inspired Design, Hotel-Inspired Amenities, Including An Outdoor Infinity Pool, Fully-Equipped Gym, Movie Room, Party Room & 24 Hr Concierge."
C4880183,Unit 1616 - 200 Victoria St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 435,000","$501,454",2020-08-21,1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,253","Condo Apt, Apartment",$435/month,16-30,0-499 feet²,None,"water,hydro,heat",70 days,22 day(s),2020-08-21,2020-08-21,"$1,977",3.15%,Victoria St And Shutter St,"Concierge, Guest Suites, Gym, Security Guard",Ne,Toronto,"Enjoy Down Living In A Bachelor/Studio Condo Suite In The Pantages Hotel. In A Prime Location Within The Church Street Corridor, A Colourful City Experience Surrounds You From Church St Restaurants And Clubs, Yonge-Dundas Square Nightlife, The Eaton Centre, Plus Parks, School Campuses, And Queen And Kings Street's Exciting Entertainment Scene. 24 Hour Security & Concierge, Use Of Hotel Amenities."
C4936684,Unit 1910 - 77 Shuter St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 850,000","$852,534",2020-10-12,2 Bedrooms,2 Bathrooms,1 Garage,$ -,"Condo Apt, Apartment",$360/month,New,600-699 feet²,None,"water,heat",29 days,23 day(s),2020-10-01,2020-10-09,"$2,688",3.04%,Shuter/Mutual,"Concierge, Games Room, Gym, Outdoor Pool, Party/Meeting Room, Recreation Room",Ne,Toronto,"88 North Condos! In The Heart Of Downtown Toronto.Never Lived In, Will Be An Exciting Urban Neighbourhood With An Entire Block Filled With Residential Homes, A Park Designed By Claude Cormier, Unique Eclectic Shopping, Innovative Fine And Casual Dining, A Boutique Hotel, And A Fitness Club That Will Rival The Best Clubs In Toronto...Steps To The Subway, Uoft, Ryerson U, George Brown College, St Micheals Hospital, Financial District..."
C4963034,Unit 1102 - 181 Dundas St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 584,900","$585,156",2020-10-21,1+1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,850","Condo Apt, Apartment",$384/month,-,500-599 feet²,None,heat,10 days,24 day(s),2020-10-20,2020-10-21,"$2,154",3.02%,Dundas & Jarvis,"Bike Storage, Bus Ctr (Wifi Bldg), Concierge, Gym, Media Room, Rooftop Deck/Garden",N,Toronto,"Amazing Location!! Luxurious 1Plus Den Grid Condo @ The Corner Of Dundas & Jarvis. In The Heart Of Downtown Toronto, Steps To Ryerson University., George Brown College, Dundas Square, Hospital, Metro, Indigo, St Lawrence Market, Restaurant, Canada National Ballet School, Moss Park And Yonge-Subway Line. Perfect Location For Yonge Professional And Students In Downtown Core. Den Is Big Enough As 2nd Br"
C4907488,Unit 314 - 555 Yonge St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 499,999","$518,140",2020-09-11,1+1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,661","Condo Apt, Apartment",$607/month,-,600-699 feet²,None,"water,hydro,heat",49 days,22 day(s),2020-09-11,2020-09-11,"$2,144",2.94%,Yonge & Wellesley,"Security Guard, Security System, Recreation Room, Exercise Room, Sauna",W,Toronto,"Efficient City Living At Its Best At The Corner Of Yonge & Wellesley. Boutique 9-Storey Retrofitted In 1996 From An Office Building. Open, Bright, Function & Size! Professionally Added Den/Workspace For Your Wfh Lifestyle. Smart Layout W/Spacious Kitchen, Ample Storage & Breakfast Bar. Literal <1Min Walk To Subway, Starbks, Tims, Lcbo, Resto, Shops & Groceries. Next To Uoft, Ryerson, Hospital & Queens Park. You're Going To Love Living Here!"
C4914059,Unit 2102 - 45 Charles St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 939,000","$920,237",2020-10-27,2 Bedrooms,2 Bathrooms,1 Garage,"$ 3,606","Condo Apt, Apartment",$563/month,0-5,700-799 feet²,None,"water,heat",44 days,23 day(s),2020-09-16,2020-10-27,"$3,332",2.85%,Bloor / Yonge,"Concierge, Exercise Room, Guest Suites, Media Room, Party/Meeting Room, Rooftop Deck/Garden",Sw,Toronto,"2 Bedroom 2 Bathroom Unit With Parking And Locker, Luxury Condo Living At Chaz, Filled With Natural Light In Every Room. Great South West Views, Floor To Ceiling Windows, Modern Kitchen And An Excellent Floor Plan With Prefect Floor Plan. 2 Subway Lines, Steps To Yonge / Bloor Subway Station, Yorkville, Restaurants, Walk To U Of T And Steps To Bloor Street Shopping!"
C4967995,Unit 2507 - 110 Charles St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 809,900","$819,882",2020-10-26,2 Bedrooms,2 Bathrooms,1 Garage,"$ 3,154","Condo Apt, Apartment",$595/month,-,800-899 feet²,None,"water,heat",4 days,24 day(s),2020-10-26,2020-10-26,"$3,000",2.84%,Bloor & Jarvis,"Concierge, Guest Suites, Gym, Outdoor Pool, Party/Meeting Room, Visitor Parking",Nw,Toronto,"Your New Super Stylish Home In Fabulous X Condo! Bright & Spacious Corner Suite With 2 Bdrms (Pref Split Bdrms), 2 Baths & 9 Ft Ceilings & Gorgeous Views. Spectacular Amenities - State Of The Art Gym, Billiard/Entertainment Rm, Media Lounge, Roof Garden & Bbq Area, Outdoor Swimming Pool. Prime Location: Steps To Rabba, Dry Cleaner & Rooster Coffee House, Yonge & Bloor, Two Subways Subway Stations, Yorkville, Financial District, Universities & So Much More."
C4958937,Unit 3907 - 50 Charles St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 1,098,000","$1,081,450",2020-10-27,2+1 Bedrooms,2 Bathrooms,1 Garage,"$ 4,525","Condo Apt, Apartment",$650/month,0-5,900-999 feet²,None,"water,heat",11 days,23 day(s),2020-10-19,2020-10-25,"$3,833",2.84%,Bloor / Yonge,,W,Toronto,"Newly Built Casa 3 By Cresford. Spacious Sun-Filled Luxury 2 Br+Den+2 Baths, Total 1,176 Sq/Ft Incl. Huge Balcony 194 Sq/Ft. 1 Parking Incl. Open Concept Modern Kitchen B/I Appls Incl. Microw, Lg Windows/Patio Doors, Stylish Fixtures, Eng Hardwood F., Master Ensuite W/ B/I Linen Closet. Prime Location, Steps To Yonge & Bloor Subway, Shopping, U Of T, 20 Ft Lobby, State Of The Art Amenities, Infinity Pool, Fully-Equip Gym, 24Hr Concierge."
C4932232,Unit 2410 - 251 Jarvis St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 869,000","$848,166",2020-10-28,3 Bedrooms,1 Bathrooms,1 Garage,"$ 2,020","Condo Apt, Apartment",$675/month,-,700-799 feet²,None,,31 days,22 day(s),2020-09-29,2020-10-28,"$3,110",2.84%,Dundas St & Jarvis St,"Bbqs Allowed, Concierge, Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden",Nw,Toronto,"Brand New 3 Bedrooms Condo 750 Sqft+273 Sqft L Shape Open Balcony Located In Heart Of Toronto Centre, Steps To Everything With Excellent Walk Score. Stainless Steel Appliances, L Sharp Open Balcony. Excellent Amenities Such As Rooftop Sky Lounge And Four Rooftop Gardens, Library, Fully-Equipped Fitness Centre, Swimming Pool. Close To Eaton Centre And Ryerson University."
C4923903,Unit 2202 - 60 Shuter St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 999,900","$989,734",2020-09-23,3 Bedrooms,2 Bathrooms,1 Garage,$ -,"Condo Apt, Apartment",$556/month,New,800-899 feet²,,heat,38 days,22 day(s),2020-09-22,2020-09-22,"$3,234",3.01%,Church And Shuter,"Concierge, Gym, Media Room, Party/Meeting Room, Rooftop Deck/Garden",Se,Toronto,"3 Bedroom South East Corner Unit Located In The Heart Of Downtown Toronto, This Large Unit Has One Master Room And Stunning South East Views, Features The Highest Quality Menkes Finishes. Close To Ryerson, The Eaton Centre, Top Ranked High School And All The Amenities The Area Has To Offer At Your Front Door."
C4958304,Unit 1704 - 77 Mutual St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 982,990","$971,662",2020-10-18,3 Bedrooms,2 Bathrooms,1 Garage,$ -,"Condo Apt, Apartment",$577/month,New,800-899 feet²,None,,16 days,23 day(s),2020-10-14,2020-10-18,"$3,192",3%,Mutual / Dundas,"Bbqs Allowed, Bike Storage, Concierge, Guest Suites, Gym, Visitor Parking",Sw,Toronto,"Direct From Builder & Brand New 3 Bdrm Unit, Southwest Exposure To The Lake. Steps Away From Ryerson, St Michael's, Ttc, Eaton Centre, And More. Parking Included In Purchase Price. Amenities: Gym, Yoga, Guest Suite, Terrace, 24Hrs Concierge."
C4904266,Unit 525 - 22 Leader Lane,Church-Yonge Corridor - Toronto,Condo Apt,"$ 619,900","$604,297",2020-09-09,1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,775","Condo Apt, Apartment",$545/month,100+,500-599 feet²,None,"water,heat",52 days,22 day(s),2020-09-08,2020-09-09,"$2,264",2.85%,King And Yonge,Exercise Room,N,Toronto,"The Ultimate Luxury Affordable Pied-A-Terre In The Iconic King Edward Hotel Residences. Luxury Finishes Throughout, With Your Own Private Manhattan Style Balcony. Walking Distance To The Financial Centre And St. Lawrence Market. Leave Your Suits And Business Attire Here And Show Up With Your Laptop. Did I Mention The Furniture Could Be Included"
C4952919,Unit 1607 - 28 Wellesley St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 799,999","$809,132",2020-10-14,2 Bedrooms,2 Bathrooms,0 Garage,"$ 2,489","Condo Apt, Apartment",$486/month,0-5,700-799 feet²,None,"water,heat",16 days,23 day(s),2020-10-14,2020-10-14,"$2,775",2.82%,Yonge/Wellesley,"Concierge, Exercise Room, Guest Suites, Media Room, Party/Meeting Room, Security System",Ne,Toronto,"Upgraded Exceptional & Spacious Fully Furnished 2Br /2 Bathroom Corner Unit With Unobstructed North Views And A Large Oversized Balcony. Sought After ""Diesel"" Designer Building Next To The Subway With A Host Of Sophisticated Amenities For Play, Entertainment And Relaxation. A Quick Walk To The Boutiques And Restaurants Of Yorkville And Minutes To Both University Of Toronto And Ryerson."
C4806840,Unit 3211 - 45 Charles St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 749,000","$759,706",2020-09-14,1+1 Bedrooms,2 Bathrooms,0 Garage,"$ 2,665","Condo Apt, Apartment",$410/month,-,500-599 feet²,None,"water,heat",127 days,22 day(s),2020-06-25,2020-09-14,"$2,580",2.83%,Yonge /Charles,,E,Toronto,"Amazing Luxurious Condo Bright & Spacious , One Bedroom + Study ,2 Washrooms, . Unit In The Heart Of Downtown. East View .Glass Tower Chaz Yorkville ,9Ft Ceiling ,Unit ,Bright Living/Dining Room Walk-Out To , Balcony Chaz Club,Computer Gamers Area, Fitness, Pet Spa .And Ultra High End Finishes By Walking Distance And Closeto Subway & Yorkville , Bay St.& University Of T &Ttc At Your Door.(One Bedroom+Study 580Sqft+Balcony 123Sqft =703Sqft)"
C4958569,Unit 401 - 101 Charles St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 920,000","$916,302",2020-10-21,2 Bedrooms,2 Bathrooms,1 Garage,"$ 3,712","Condo Apt, Apartment",$556/month,-,900-999 feet²,None,"water,heat",11 days,23 day(s),2020-10-19,2020-10-21,"$3,215",2.81%,Charles St & Jarvis,"Concierge, Exercise Room, Guest Suites, Party/Meeting Room, Visitor Parking",Se,Toronto,"Downtown Luxury Living At One Of Toronto's Most Coveted Addresses. Welcome Home To This Gorgeous 912Sq 2 Bedroom Split Layout In The Lavish X2 Condos! This Home Offers Spacious Bedrooms, Modern & Contemporary Finishes Throughout, Floor To Ceiling Windows, Open Concept Living And Dining Rm With Hardwood Floors Throughout. Outstanding Amenities Incl 24Hr Concierge, 9th Flr Terrace, Outdoor Pool, Fitness Centre, Party Room, Library & Visitors Prking & Much More!"
C4972173,Unit 5507 - 197 Yonge St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 695,000","$686,461",2020-10-29,1 Bedrooms,1 Bathrooms,0 Garage,$ -,"Condo Apt, Multi-Level",$446/month,-,500-599 feet²,None,heat,1 days,24 day(s),2020-10-29,2020-10-29,"$2,290",2.96%,Yonge / Queen,,S,Toronto,"Stunning View!!! One Of The Best Units At Luxury Massey Tower! South Facing 55th Floor. Unobstructed Panoramic View Of Lake Ontario And Cn Tower. Never Lived! No Dead Space. Laminate Floor Through Out. Built In European Style Appliances And Quartz Counter Top. Double Locker ($12K) Owned. Walking/Transit Scores 100! Steps To Queen Subway Station, Ryerson University And Eaton Centre. Walk To U Of T, Financial & Entertainment District."
C4919552,Unit 3007 - 28 Ted Rogers Way,Church-Yonge Corridor - Toronto,Condo Apt,"$ 759,000","$739,666",2020-10-12,1+1 Bedrooms,2 Bathrooms,1 Garage,"$ 2,513","Condo Apt, Apartment",$554/month,-,600-699 feet²,None,"water,heat",42 days,23 day(s),2020-09-18,2020-10-09,"$2,659",2.8%,Ted Rogers Way/ Bloor,"Concierge, Guest Suites, Gym, Indoor Pool, Party/Meeting Room",W,Toronto,"Rarely Offered 1+1 With 2 Bathrooms 1 Parking & 1 Locker With Fabulous Unobstructed West Facing Skyline Views/Cn Tower. Spacious And Bright Unit With 9'Ceilings & Floor To Ceiling Windows. Many Upgrades!! Sleek Kitchen With Granite Countertops & Stainless Steel Appliances. Unbeatable Location, Close To Dining & Entertainments Of The Yonge-Church Corridor, The Up Scale Shops Of Yorkville, Two Subway Lines, Dvp And State Of The Art Amenities."
C4866523,Unit 1602 - 28 Ted Rogers Way,Church-Yonge Corridor - Toronto,Condo Apt,"$ 785,000","$713,794",2020-10-24,2 Bedrooms,1 Bathrooms,1 Garage,"$ 2,875","Condo Apt, Apartment",$635/month,-,700-799 feet²,None,"water,heat",80 days,24 day(s),2020-08-11,2020-09-16,"$2,716",2.79%,Jarvis/Bloor/Yonge,,Se,Toronto,"Luxury Contemporary Condo In Downtown. *Corner Unit With Lots Of Clear View*24 Hours Concierge,Hude Lobby Like A High End Hotel*Split 2 Bedroom With Lot Of Lights *Walk To Bloor/Yonge, Subway *Few Minutes Drive To Dvp.Great Value Price With Parking. **Best Value Asking Price $1000 Per Sqft With One Parking Space** Professional New Paint Through Out Unit."
C4970243,Unit 2605 - 70 Carlton St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 699,000","$713,979",2020-10-28,2 Bedrooms,2 Bathrooms,0 Garage,$ 1,"Condo Apt, Apartment",$441/month,New,700-799 feet²,None,"water,heat",2 days,24 day(s),2020-10-28,2020-10-28,"$2,245",2.78%,Yonge/College,"Concierge, Games Room, Gym, Media Room, Party/Meeting Room, Rooftop Deck/Garden",Nw,Toronto,"Brand New 2Br+2Wr Prime Suite. Walking Distance To Ryerson, Maple Leaf Gardens,College Subway And Streetcar, Eaton Centre And More. Over 16,000 Sqft Of Hotel-Inspired Amenities That Optimize Downtown Living Gym, Yoga, Guest Suite, Water Feature, 8,000 Sqft Outdoor Terrace, 24 Hrs Concierge."
C4860456,Unit 1011 - 45 Charles St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 705,000","$711,145",2020-08-28,1+1 Bedrooms,2 Bathrooms,0 Garage,"$ 2,603","Condo Apt, Apartment",$352/month,-,500-599 feet²,None,"water,heat",84 days,22 day(s),2020-08-07,2020-08-27,"$2,483",2.97%,Yonge/Bloor,"Concierge, Exercise Room, Guest Suites, Security Guard",E,Toronto,"Award Winning Luxury Upscale Chaz Yorkville Condo! In The Heart Of Downtown. 9Ft Ceiling, Sun-Kissing Unit W/Se View! Best Floor Plan Of The Building; Spacious One Bedroom With Large Walk-In Closet+Study Room. 2 Washrooms *Amazing 5 Stars Amenities: Chaz Club, Computer Game Room, Bbq Terr., Fitness, Guest Suite, Zip Car.. 2Mins Walk To Yonge/Bloor Subway, Close To U Of T & Ryerson. Mins. To Restaurants, Bar, Cafe, Library & Upscale Shopping. See & Buy!"
C4866005,Unit 1614 - 197 Yonge St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 705,000","$704,017",2020-09-10,1+1 Bedrooms,1 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$417/month,-,600-699 feet²,None,,80 days,22 day(s),2020-08-11,2020-09-09,"$2,260",2.91%,Yonge St/Queen St,"Concierge, Exercise Room, Guest Suites, Party/Meeting Room, Security Guard",N,Toronto,"Just Move In & Enjoy! 1 Bedroom + Den At The Renowned Massey Tower! 610 Sq Ft! North View. Next To Queen Subway Station, Eaton Centre, Ryerson University & St Michael Hospital! Walking Distance To University Of Toronto, Financial & Entertainment District. Minutes To Every Amenity In The Area!"
C4938494,Unit 208 - 70 Alexander St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 499,900","$512,963",2020-10-09,1+1 Bedrooms,1 Bathrooms,1 Garage,"$ 1,775","Condo Apt, Apartment",$665/month,16-30,500-599 feet²,None,water,28 days,23 day(s),2020-10-02,2020-10-02,"$2,128",2.76%,Church-Yonge Corridor,"Concierge, Party/Meeting Room, Rooftop Deck/Garden, Security Guard, Security System, Visitor Parking",W,Toronto,**Very Well-Kept Unit**Pleasant View Of Tree-Lined Street**Spacious One Bedroom Plus Study Room**Nice Modern Kitchen Granite Countertop**Marble Lining Bathroom With Granite Vanity Top**Large Window View To Outside**One Underground Parking Included**Ensuite Washer/Dryer**Very Convenience In The Heart Of The Village**Well Maintained Building Complex
