Listing_num,Address,Community,House_type,Listing_price,Sigma_estimate,Estimated_on,Sold_price,Bedroom,Washroom,Parking,Tax,Property_type,Maintenance,Building_age,Size,Basement,Utility_incl,Date_on_market,Rental_dom,Listed_on,Updated_on,Rental_estimate,Rental_yield,Major_intersection,Amenities,Exposure,Municipality,Description
C4932037,Unit 1806 - 125 Western Battery Rd,Niagara - Toronto,Condo Apt,"$ 599,000","$641,709",2020-09-30,,1+1 Bedrooms,2 Bathrooms,1 Garage,"$ 2,261","Condo Apt, Apartment",$399/month,-,600-699 feet²,None,"water,heat",2 days,14 day(s),2020-09-29,2020-09-30,"$2,225",2.9%,Liberty Village,,E,Toronto,"Luxury Condo In Liberty Village. Spacious 1 Bdrm + Den 2 Baths. Den Can Be Used As A 2nd Bedroom. Open Concept. 1 Parking And 1 Locker Included. Rooftop Garden, Party Room, Steps To Shops, Restaurants, Ttc ,And Much More. New Pedestrian Bridge Opening Soon With Access To King St And Streetcars."
C4870794,Unit 230 - 1030 King St W,Niagara - Toronto,Condo Apt,"$ 699,000","$694,826",2020-08-14,,1+1 Bedrooms,1 Bathrooms,1 Garage,"$ 2,483","Condo Apt, Apartment",$426/month,0-5,600-699 feet²,None,"water,heat",47 days,15 day(s),2020-08-14,2020-08-14,"$2,300",2.71%,King And Shaw,"Bike Storage, Bus Ctr (Wifi Bldg), Concierge, Exercise Room, Guest Suites, Gym",S,Toronto,"Live In Trendy King West At Sought-After Dna Iii! Open Concept One Bedroom + Full Sized Den (Not Just A Dent In The Wall, Could Be A Bedroom), 9' Ceilings, With Parking. Amazing Building With Designer Touches Throughout. Easy Access To Transit, Entertainment District And Liberty Village, Minutes From Lake Ontario. Flexible Possession!"
C4856524,Unit 521 - 35 Bastion St,Niagara - Toronto,Condo Apt,"$ 585,000","$613,747",2020-09-09,,1+1 Bedrooms,1 Bathrooms,1 Garage,"$ 2,119","Condo Apt, Apartment",$510/month,0-5,600-699 feet²,,"water,heat",36 days,14 day(s),2020-08-04,2020-09-09,"$2,100",2.6%,Bathurst & Lakeshore,"Concierge, Exercise Room, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",N,Toronto,"Great Value! Luxury Resort-Style Living On The Waterfront @ The York Harbour Club! Nearly 700 Sq.Ft. With Parking & Locker Included! Open Concept Living With Modern Kitchen & Oversized Enclosed Den. View Of Fort York Green Space..Watch Free Concerts/Festivals! Steps To T.T.C, Waterfront Parks, Island Airport, Entertainment, Shops, Restaurants & So Much More."
C4929098,Unit 1201 - 80 Western Battery Rd,Niagara - Toronto,Condo Apt,"$ 549,000","$581,784",2020-09-30,,1 Bedrooms,1 Bathrooms,1 Garage,"$ 1,646","Condo Apt, Apartment",$343/month,-,0-499 feet²,None,"water,heat",6 days,14 day(s),2020-09-25,2020-09-30,"$2,011",3%,Strachan And East Liberty,"Bike Storage, Gym, Indoor Pool, Party/Meeting Room, Security Guard, Visitor Parking",Sw,Toronto,"For Full Details Click More Information - Fantastic Upgraded 1 Bedroom Condo With Large Balcony, Updated Kitchen And Washroom, And Amazing Layout. A True 1 Bedroom, With Lots Of Natural Light And Storage. Perfect Starter Condo, And Enjoy The Huge Balcony With Lots Of Space To Entertain. Includes 1 Parking Space. - For Full Details Click More Information"
C4837018,Unit 108 - 915 King St W,Niagara - Toronto,Condo Apt,"$ 699,800","$710,839",2020-07-20,,1+1 Bedrooms,1 Bathrooms,1 Garage,"$ 1,853","Condo Apt, Loft",$600/month,-,600-699 feet²,None,"water,heat",73 days,16 day(s),2020-07-20,2020-07-20,"$2,509",2.77%,King / Strachan,Visitor Parking,N,Toronto,"Rustic Yet Modern Living In King West Village! Rarely Offered Massey Harris Loft Featuring An Open Concept Layout With Modern Kitchen Overlooking A Formal Dining Room & Separate Living Room. This End Unit Offers Exposed Stone And Brick Walls In All Rooms, Heated Flooring Throughout, Soaring 9Ft Ceiling, Large Windows, Granite Counters In Kitchen, Den/Office, Ensuite Laundry, Custom B/I Closets In Master And Den, Large Industrial Sliding Door For 4Pc Bath."
C4905436,Unit 1517 - 85 East Liberty St,Niagara - Toronto,Condo Apt,"$ 879,000","$877,177",2020-09-28,,2 Bedrooms,2 Bathrooms,1 Garage,"$ 2,813","Condo Apt, Apartment",$554/month,-,800-899 feet²,None,"water,heat",21 days,14 day(s),2020-09-10,2020-09-28,"$2,929",2.77%,Strachan / East Liberty,"Bbqs Allowed, Concierge, Exercise Room, Games Room, Indoor Pool, Visitor Parking",Nw,Toronto,"Beautifully Upgraded 886 Plus 200 Sf Balcony Corner Suite Within Vibrant Neighborhood . Spacious 2 Bed 2 Full Bath With Floor To Ceiling Windows Throughout! This Stunning Corner Unit Offers A Highly Sought After Floor Plan. A Fantastic Layout With New Upgraded Ensuite Bath, Engineered Floors, Walk In Closet, 3 Walkouts, Fantastic Living/Dining/Entertaining Space! Awesome Views From The Lake To The Cityline.Steps To Queen West, King West, 5 Min To Lakeshore."
C4915963,Unit 1602 - 85 East Liberty St,Niagara - Toronto,Condo Apt,"$ 588,500","$628,864",2020-09-23,,1+1 Bedrooms,1 Bathrooms,1 Garage,"$ 2,141","Condo Apt, Apartment",$415/month,-,600-699 feet²,None,"water,heat",14 days,14 day(s),2020-09-17,2020-09-22,"$2,129",2.77%,King St W / Strachan/East Lib,"Concierge, Guest Suites, Gym, Indoor Pool, Media Room, Party/Meeting Room",Sw,Toronto,"Spectacular 1 Bedroom Plus Large Den (Used As 2nd Bedrm) With Closet, 9' Ceilings,Modern Kitchen With Quartz Counter Tops,Stainless Steel Appliances,Fresh Move In Ready! Laminate Flrs, Premium View! Open Your Door To Unobstructed Views! Peaceful Mornings Overlooking Lake, Stadium And City! Trendy Restaurants, 24Hr Metro, Ttc. World Class Amenities!Fitness Club & Wellness Center,Indoor Pool,Hot Tub,Theater,Games Rm,Roof-Top Courtyards- Best Of Liberty Village!"
C4927874,Unit Ph2307 - 50 Lynn Williams St,Niagara - Toronto,Condo Apt,"$ 745,000","$777,757",2020-09-28,,2 Bedrooms,2 Bathrooms,1 Garage,"$ 2,711","Condo Apt, Apartment",$602/month,11-15,700-799 feet²,None,"water,heat",6 days,14 day(s),2020-09-25,2020-09-28,"$2,871",2.98%,King / Strachan,"Concierge, Exercise Room, Gym, Indoor Pool, Party/Meeting Room, Visitor Parking",Nw,Toronto,"Welcome To The Penthouse! Rarely Available Penthouse Unit With Clear Views, Tons Of Light & An Ideal Split-Layout With 2 Bedrooms And 2 Bathrooms Plus Parking And Locker! Close To 800 Sq Feet This Unit Is Sure To Impress With Commanding Views To The North & Water Views To The West. Steps From Everything You Need Including The New Bridge To King West! Fantastic Amenities: Fitness Centre,Pool, A Great Concierge Team, As Well As A New Cyber Work Lounge."
C4902898,Unit 813 - 50 Lynn Williams St,Niagara - Toronto,Condo Apt,"$ 749,900","$783,004",2020-09-30,,2 Bedrooms,2 Bathrooms,1 Garage,"$ 2,633","Condo Apt, Apartment",$602/month,-,700-799 feet²,None,"water,heat",23 days,14 day(s),2020-09-08,2020-09-29,"$2,871",2.97%,King And Strachan,"Concierge, Guest Suites, Gym, Indoor Pool, Party/Meeting Room, Visitor Parking",Ne,Toronto,"Rarely Offered Corner Suite In Liberty Village With Two Bedrooms, Two Balconies And Two Bathrooms. This 775 Sqft Unit Have A Split Bedroom Plan For Privacy! Updated Modern Kitchen W/ Granite Counters, Breakfast Bar, & White Cabinets. The Master Bedroom Features An Updated 4-Pc Ensuite & It's Own Balcony With Stunning East Views And The 2nd Bedroom Has North And East Views. Underground Parking, Storage Locker, & Ensuite Laundry With Upgraded Washer And Dryer."
C4916696,Unit 384 - 209 Fort York Blvd,Niagara - Toronto,Condo Apt,"$ 599,900","$634,382",2020-09-21,,1+1 Bedrooms,1 Bathrooms,1 Garage,"$ 1,877","Condo Apt, Apartment",$486/month,-,600-699 feet²,None,"water,heat",13 days,14 day(s),2020-09-17,2020-09-30,"$2,183",2.75%,Bathurst & Lakeshore,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",W,Toronto,"Magnificent 638-Sq-Ft Open Concept Floorplan Is The Perfect Layout With Not A Single Inch Wasted! Freshly Painted, Custom Built-In Closets, Blackout Drapes In Bdrm, Upgraded Lighting, Stainless Steel Appliances, Granite Counters, Living Room W/ Custom Silk Drapes W/O To Lrg West-Facing Balcony. Bldg Amenities: 24Hr Concierge, Gym, Indoor Pool, 2 Hot Tubs (One On Rooftop Deck W Bbqs), Sauna, Billiards Rm, Party/Dining Rm, Guest Suites, Visitor Pkg. Ttc At Door"
E4924165,Unit 1107 - 280 Donlands Ave,Danforth Village-East York - Toronto,Condo Apt,"$ 488,800","$474,152",2020-09-23,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,553","Condo Apt, Apartment",$451/month,-,500-599 feet²,None,water,8 days,26 day(s),2020-09-23,2020-09-23,"$1,850",2.87%,Donlands & Cosburn,"Bike Storage, Party/Meeting Room, Recreation Room, Rooftop Deck/Garden, Security System, Visitor Parking",Sw,Toronto,"Welcome To The East Yorker! This Immaculate Large 1 Bedroom, 1 Full Bathroom Urban Mid-Sized Condo Penthouse Unit Features Breath Taking S/W Views Of The City Skyline & Evening Sunsets. Enjoy The Panoramic Rooftop Terrace W/Bbq, Party/Dining Room. Steps To Subway, Shops, Restaurants & The Danforth. Mins To Dvp By Car. Visitor Parking & Free Street Parking."
E4917655,Unit 808 - 280 Donlands Ave,Danforth Village-East York - Toronto,Condo Apt,"$ 589,999","$579,735",2020-09-21,"$ 615,000",1 Bedrooms,1 Bathrooms,1 Garage,"$ 2,033","Condo Apt, Apartment",$595/month,6-10,700-799 feet²,None,"water,heat",12 days,24 day(s),2020-09-17,2020-09-30,"$1,968",2.22%,Donlands & Cosburn,"Bbqs Allowed, Bike Storage, Recreation Room, Rooftop Deck/Garden, Security System, Visitor Parking",Se,Toronto,"Welcome To The East Yorker! Stunning Corner Unit Suite. Open Concept Floor Plan. Featuring Floor To Ceiling Windows With An Unobstructed Romantic City Skyline And Lake Views - South/ East Exposure With Spectacular Natural Light!! Newly Renovated! Subject Balcony Is Positioned Like A Penthouse With No Unit Above With Private Views!! Parking And Locker Included. Roof Top Terrace, Bbq Area And Loungers !!! This Is Must See Unit! This Unit Is A Show Stopper!!!"
C4919214,Unit 12 - 1636 Dundas St W,Little Portugal - Toronto,Condo Apt,"$ 649,000","$654,215",2020-09-21,,1 Bedrooms,1 Bathrooms,1 Garage,"$ 2,009","Condo Apt, Apartment",$299/month,6-10,500-599 feet²,Other,water,13 days,13 day(s),2020-09-18,2020-09-21,"$2,219",3.07%,West Brock,,Ne,Toronto,Azul Lofts - Great Condition - Very Quiet Building - Excellent View Of The City - On The Ttc Line - 2 Open Balconies (11 X 9 & 10 X 9) - Low Maintenance Fees - Freshly Painted - Ready To Move-In - Flexible Closing - 16 Unit Building - 550 Sq Ft Plus 2 Balconies -With Parking. Hardwood Floors -
C4931120,Unit 720W - 36 Lisgar St,Little Portugal - Toronto,Condo Apt,"$ 418,000","$399,910",2020-09-28,,1 Bedrooms,1 Bathrooms,1 Garage,"$ 1,421","Condo Apt, Apartment",$361/month,6-10,0-499 feet²,None,"water,heat",3 days,13 day(s),2020-09-28,2020-09-28,"$2,023",4.41%,Queen St W/Dovercourt,"Concierge, Guest Suites, Gym, Party/Meeting Room, Visitor Parking",W,Toronto,"Attention First Time Buyers & Investors! Affordable 1 Bedroom Condo In Heart Of Trendy Queen West W/ Parking! Why Rent When You Can Own?! Steps To Transit, Liberty Village, Shops & Dining! S/S Appliances, Granite, Laminate Flooring Thru-Out, Large Closet, 4-Piece Bath W/ Soaker Tub, Floor To Ceiling Windows, Walk-Out Balcony To Enjoy Beautiful Sunsets. Amazing Amenities Inc: Gym, 24Hrs Concierge, Party Room W/Rooftop. Heat Pump Is Owned!"
C4899016,Unit W710 - 36 Lisgar St,Little Portugal - Toronto,Condo Apt,"$ 469,900","$456,524",2020-09-18,,2 Bedrooms,1 Bathrooms,1 Garage,"$ 1,625","Condo Apt, Apartment",$446/month,-,0-499 feet²,None,"water,heat",27 days,13 day(s),2020-09-04,2020-09-18,"$2,336",4.39%,Queen/Dufferin,"Concierge, Exercise Room, Guest Suites, Gym, Party/Meeting Room",N,Toronto,"2 Bedroom With Functional Layout In Trendy West Queen West, With Modern Amenities And A Large Balcony Looking Out To A Terrace. Modern Kitchen With Stylish Cabinetry. Walk To Queen/King West,Liberty Village And Trinity Bellwood Park. Steps To Queen West Streetcar,Drake Hotel,Starbucks, Grocery, Lcbo, Restaurants,Bars,Boutiques, Shops & Parks."
C4895717,Unit 819 - 36 Lisgar St,Little Portugal - Toronto,Condo Apt,"$ 427,900","$410,229",2020-09-16,,1 Bedrooms,1 Bathrooms,1 Garage,"$ 1,421","Condo Apt, Apartment",$361/month,-,0-499 feet²,None,"water,heat",28 days,13 day(s),2020-09-02,2020-09-16,"$2,023",4.3%,Lisgar And Queen,,Nw,Toronto,"Welcome To 36 Lisgar St. Well Kept Spacious 1 Bedroom Condo, W/Parking Close To Elevators, Steps To Liberty Village, Shopping, Boutiques, Cafes, Entertainment, Dining, Transit And Go. Includes S/S Appliances, B/I Microwave, Elf?s, Washer/Dryer, Window Coverings, Amenities: Gym, Rooftop Patio, Concierge & Security 24/7, Party Room, Games Room, Media Room."
C4930283,Unit 1020 - 20 Minowan Miikan Lane,Little Portugal - Toronto,Condo Apt,"$ 520,000","$502,600",2020-09-28,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,511","Condo Apt, Apartment",$294/month,0-5,500-599 feet²,None,"water,heat",2 days,13 day(s),2020-09-28,2020-09-28,"$2,247",4.17%,Queen St W & Dufferin St,"Concierge, Guest Suites, Gym, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",W,Toronto,"Investors And First-Time Buyers - This One Is For You! Great Opportunity To Get Into The Market In Trendy West Queen West Neighbourhood. Open Layout Features Living Area Great For Entertaining. Lots Of Light, With Access To Covered Balcony. Walk To Some Of The Best Bars, Restaurants, Stores, Groceries, Cafes And Parks In The City. Nearby 24 Hr Streetcar For A Quick Ride Into The Core. Possession Available With Tenant (And Income) In Place, Or Vacant."
C4903542,Unit 810E - 36 Lisgar St,Little Portugal - Toronto,Condo Apt,"$ 468,888","$511,953",2020-09-10,,2 Bedrooms,1 Bathrooms,0 Garage,"$ 1,379","Condo Apt, Apartment",$386/month,0-5,0-499 feet²,None,"water,heat",22 days,13 day(s),2020-09-09,2020-09-09,"$2,313",4.05%,Queen/Dovercourt,"Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden, Security Guard, Visitor Parking",W,Toronto,"Live In The Heart Of Queen West Village! Efficient Two-Bedroom Unit At The Edge Of Triangle, Perfect For First-Time Buyers And Investors! Functional Layout With Open Concept Kitchen And Living Room, Floor-To-Ceiling Windows, Laminate Flooring Throughout. Kitchen Has Stainless Steel Appliances, Granite Counters. Juliette Balconies In Living Room And Master Bedroom. Modern 4-Piece Bathroom With Soaker Tub. Steps To Ttc, Trinity Bellwood, Shops, Restaurants!"
C4909290,Unit 1720W - 36 Lisgar St,Little Portugal - Toronto,Condo Apt,"$ 549,999","$516,392",2020-09-12,,1 Bedrooms,2 Bathrooms,1 Garage,"$ 1,878","Condo Apt, Apartment",$510/month,-,500-599 feet²,None,"water,heat",20 days,13 day(s),2020-09-11,2020-09-12,"$2,405",3.84%,Queen And Dufferin,,Ne,Toronto,"Welcome To 36 Lisgar Street Unit 1720 West!! This Amazing Corner Unit On The 17th Floor Has Modern Finishes And Is Perfect For Couples And Bachelors.A Large Balcony Overlooking The City From North And East... Close To Nightlife, Restaurants, Transit, Entertainment Etc..."
C4925601,Unit 508E - 36 Lisgar St,Little Portugal - Toronto,Condo Apt,"$ 499,000","$510,182",2020-09-24,,2 Bedrooms,1 Bathrooms,1 Garage,"$ 1,800","Condo Apt, Apartment",$480/month,-,600-699 feet²,None,"water,heat",8 days,13 day(s),2020-09-23,2020-09-23,"$2,316",3.77%,Queen/Ossington,"Concierge, Guest Suites, Gym",E,Toronto,"Welcome To West Queen West, One Of The Best Neighborhoods In The City. Settle Into This Well Maintained Unit With 2 Good Sized Bedrooms And Efficient Floor Plan. Stainless Steel Appliances, Granite Counters And Laminate Flooring For Your Comfort, And A 93 Walk Score Means You Easily Get To The Best Patios, Shops, Restaurants, Parks And More. 24 Hr Streetcar At Your Door Goes Right Into The Financial District! Live The Epic Life At Epic On Triangle Park!"
C4899375,Unit 812 - 170 Sudbury St,Little Portugal - Toronto,Condo Apt,"$ 468,888","$439,241",2020-09-20,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,529","Condo Apt, Loft",$325/month,6-10,0-499 feet²,None,"water,heat",27 days,13 day(s),2020-09-04,2020-09-21,"$1,883",3.72%,Queen & Dovercourt,,Ew,Toronto,"Living At Its' Best Area Of Toronto King And Queen West, Within Walking Distance To Hotels, Grocery Stores, A Block Away From King West Restaurant, Queen West Boutiques, Liberty Village. Less Than 5Min Walk To Transit. This Is The Best One Bedroom Layout On The Floor. Floor To Ceiling Windows, Stainless Steel Appliances, Granite Counter Tops."
C4907021,Unit 601 - 150 Sudbury St,Little Portugal - Toronto,Condo Apt,"$ 599,000","$656,864",2020-09-28,,1+1 Bedrooms,2 Bathrooms,1 Garage,"$ 2,015","Condo Apt, Loft",$426/month,0-5,600-699 feet²,None,"water,heat",21 days,13 day(s),2020-09-10,2020-09-28,"$2,728",3.72%,Queen/Dufferin,"Guest Suites, Gym, Indoor Pool, Party/Meeting Room, Security System, Visitor Parking",Sw,Toronto,"Welcome To The Westside Lofts. Prime Downtown Queen West Location. The Loft Features 9' Ceilings, Exposed Pipes, Great Living Space With Large South West Exposure Terrace. Master Bedroom With Semi-Ensuite 4 Pce Bath. Spacious Den With Semi-Ensuite Bath. 2 Piece Powder Room And Laundry. Stainless Steel Appliances, Granite Countertop, 1 Underground Parking And Locker. Great Tenant, Would Like To Stay Or Leave."
C4925367,Unit 227 - 68 Abell St,Little Portugal - Toronto,Condo Apt,"$ 579,000","$590,018",2020-09-23,,2 Bedrooms,2 Bathrooms,1 Garage,"$ 1,835","Condo Apt, Apartment",$377/month,-,500-599 feet²,None,"water,heat",8 days,13 day(s),2020-09-23,2020-09-23,"$2,435",3.7%,Queent St W/Dufferin,,N,Toronto,"Beautiful 2 Bdrm + 2 Bath At The Epic On Triangle Park In The Heart Of West Queen West. Enjoy The Neighbourhood's Trendy Cafes, Restaurants, Shops, Galleries And Much More. Steps To The Drake Hotel, Gladstone Hotel, Fresh Co Grocery Store, New Lisgar Park, And Ttc Streetcar At Your Doorstep."
C4901858,Unit 1617E - 36 Lisgar St,Little Portugal - Toronto,Condo Apt,"$ 499,500","$529,871",2020-09-30,,1+1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,852","Condo Apt, Apartment",$509/month,-,600-699 feet²,None,"water,heat",22 days,13 day(s),2020-09-08,2020-09-30,"$2,353",3.63%,Queen And Dovercourt,,E,Toronto,"Large Bright And Spacious 1 Br + Den With Pvt Balcony And Amazing View In The Heart Of Trendy Queen West Nbh. Wdws On Both End Of The Unit. Large Flr To Ceiling Wdw. Bright And Spacious Layout. Separate Area For Your Sofa And Tv. 24Hr Streetcar, Mins To Everywhere, The Drake Hotel, Freshco, Shops, Restaurants, Art Gallery. Walk To Liberty Village. Trinity Bellwood Park And Much More. Plenty Of Green P Visitors Parkings."
C4920684,Unit 519E - 36 Lisgar St,Little Portugal - Toronto,Condo Apt,"$ 499,900","$552,848",2020-09-25,,2 Bedrooms,1 Bathrooms,0 Garage,"$ 1,751","Condo Apt, Apartment",$482/month,6-10,600-699 feet²,None,"water,heat",11 days,13 day(s),2020-09-20,2020-09-25,"$2,335",3.52%,Queen / Ossington,"Concierge, Exercise Room, Party/Meeting Room, Security System, Visitor Parking",E,Toronto,"Prime Queen West Location! Modern 2 Bedroom Suite At The Edge On Triangle Park With Large Balcony. Floor To Ceiling Windows. Open Concept Kitchen With Stylish Cabinetry, Granite Counter Top & Stainless Steel Appliances. Laminate Floor Throughout. Steps To Queen St, 24 Hr Street Car, Grocery, Shops,Restaurants, Banks And Night Life Of Queen West."
C4915761,Unit 218 - 8 Dovercourt Rd,Little Portugal - Toronto,Condo Apt,"$ 499,900","$488,667",2020-09-18,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,919","Condo Apt, Apartment",$387/month,-,500-599 feet²,None,"water,heat",14 days,13 day(s),2020-09-16,2020-09-18,"$2,100",3.63%,Dovercourt Rd & Queen St W,,E,Toronto,"Award Winning Art Condos:11 Storey Boutique Building Sought After In Queen West, Awesome 1 Bdrm Unit East Facing Sun-Filled Open Concept, Balcony A Bonus, In Heart Of 1 Of The Most Vibrant & Top Neighborhood, Features Polish Concrete 10' Ceilings, Hardwood Floors Throughout, European Style Scavolini Kitchen W/ S/S Appl, Quartz Countertop & Integrated Fridge, Building Has Super Facilities & Fabulous Outdoor Bbq Area, Walk To King/Queen Boutiques & Bistros"
C4901403,Unit 803W - 36 Lisgar St,Little Portugal - Toronto,Condo Apt,"$ 520,000","$546,231",2020-09-23,,2 Bedrooms,1 Bathrooms,1 Garage,"$ 1,883","Condo Apt, Multi-Level",$523/month,6-10,500-599 feet²,None,"water,heat",23 days,13 day(s),2020-09-08,2020-09-23,"$2,316",3.41%,Queen W And Dovercourt,"Bike Storage, Concierge, Exercise Room, Guest Suites, Security Guard, Visitor Parking",Ne,Toronto,"""Edge In Triangle Park"" Located In The Heart Of Queen West Village. Luxurious & Modern Layout. 2 Bed 1 Bath, Open Concept, Large L-Shaped Terrace"
C4922606,Unit 511 - 68 Abell St,Little Portugal - Toronto,Condo Apt,"$ 499,000","$527,000",2020-09-22,,1+1 Bedrooms,1 Bathrooms,1 Garage,"$ 1,859","Condo Apt, Apartment",$487/month,0-5,500-599 feet²,None,"water,heat",9 days,13 day(s),2020-09-22,2020-09-22,"$2,217",3.4%,Queen & Dovercourt,"Concierge, Exercise Room, Gym, Party/Meeting Room, Rooftop Deck/Garden, Security Guard",S,Toronto,"A Complete Package, Exceptional 1 Bedroom + Large Den + Parking + Locker. Located The Vibrant Queen West Neighbourhood. Vogue Has Named Toronto's Queen West The Second-Hippest District In The World. With Cafes, Bars, Clubs And Shopping Right Out Front With 24 Hour Concierge Service."
C4906115,Unit 523E - 36 Lisgar St,Little Portugal - Toronto,Condo Apt,"$ 495,000","$548,751",2020-09-11,,2 Bedrooms,1 Bathrooms,1 Garage,"$ 1,919","Condo Apt, Apartment",$522/month,0-5,600-699 feet²,None,"water,heat",21 days,13 day(s),2020-09-10,2020-09-11,"$2,316",3.39%,Queen/Ossington,"Bike Storage, Concierge, Exercise Room, Gym, Party/Meeting Room",Se,Toronto,"Prime Queen Street West Location. 2 Bedroom Unit. Underground Parking Spot. Freshly Painted. Large Open Balcony W/Unobstructed South Easterly Views. Open Concept Kitchen W/Granite Counter Top. Stainless Steel Appliances. In-Suite Laundry. 24 Hour Concierge. Located In The Heart Of All That Little Portugal Has To Offer, Short Walk To Trinity Bellwoods, Steps To The Drake, Shops, Restaurants, Transit And Much More. Walk Score 93."
C4829685,Unit 2101E - 36 Lisgar St,Little Portugal - Toronto,Condo Apt,"$ 468,000","$478,802",2020-07-28,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,763","Condo Apt, Apartment",$322/month,-,0-499 feet²,None,"water,heat",79 days,15 day(s),2020-07-13,2020-07-28,"$1,932",3.47%,Queen/Dufferin,"Concierge, Games Room, Gym, Party/Meeting Room, Recreation Room, Security Guard",Se,Toronto,"Available For Sale In The Heart Of Queen Street Is This Stunning 1 Bdr 1Bath Condo With Skyline View . Convenient 24 Hour Concierge, Streetcar At Your Doorstep As Well As Restaurants, Nightlife, Bars, Boutique Shops. Move In Now! Parking Available For $37000"
C4898293,Unit 703 - 20 Gladstone Ave,Little Portugal - Toronto,Condo Apt,"$ 678,800","$669,472",2020-09-19,,2 Bedrooms,2 Bathrooms,0 Garage,"$ 2,160","Condo Apt, Apartment",$475/month,-,700-799 feet²,None,"water,heat",27 days,13 day(s),2020-09-04,2020-09-18,"$2,584",3.29%,Queen & Gladstone,"Concierge, Exercise Room, Rooftop Deck/Garden, Visitor Parking",W,Toronto,"No Games! Offers Anytime! | 737 Sq Ft (Interior + Balcony) | Penthouse Living In The Heart Of Queen West | 2 Bedroom + 2 Bath Condo | Split Layout | High End Finishes | 9-Ft Concrete Ceilings | Floor To Ceiling Windows | Close To Gardiner Expressway | Steps To 24 Hr Queen Streetcar, Popular Trendy Restaurants And Bars, Grocery, And Much More | Excellent Visitor Parking | Move In Ready"
C4928639,Unit 911 - 68 Abell St,Little Portugal - Toronto,Condo Apt,"$ 549,000","$565,189",2020-09-28,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,697","Condo Apt, Apartment",$428/month,-,500-599 feet²,None,"water,heat",6 days,13 day(s),2020-09-25,2020-09-28,"$2,171",3.23%,Queen/Dovercourt,,E,Toronto,"Great For Young Professionals. Efficient Layout With Generous Size Bedroom And Large Walk In Closet. Large Closet At Foyer. Live In The Toronto Trendiest Queen West Neighbourhood. Steps To Ttc. Walking Distance To Gladstone, The Drake, Restaurants, Top Art Galleries."
C4903295,Unit 1305 - 150 Sudbury St,Little Portugal - Toronto,Condo Apt,"$ 521,900","$536,748",2020-09-26,,1 Bedrooms,1 Bathrooms,1 Garage,"$ 1,800","Condo Apt, Apartment",$350/month,6-10,500-599 feet²,None,"water,heat",21 days,13 day(s),2020-09-09,2020-09-30,"$2,019",3.23%,Queen And Gladstone,"Exercise Room, Guest Suites, Indoor Pool, Party/Meeting Room, Visitor Parking",E,Toronto,"First Time Home Buyer Looking For The Whole Package? This Is A Must See! Nestle Into This Perfectly Laid Out Soft Loft Condo @ The Westside Gallery Lofts In The Buzzing Neighborhood Of Queen West, Steps From Absolutely Everything. This Extremely Functional 1 Bedroom Offers No Space Wasted & A Fantastic Layout-Featuring Exposed Ductwork, A Modern Kitchen And High Ceilings, This Is The One You've Been Waiting For. A++ Amenities - Parking & Locker Are Included!"
C4897472,Unit 730 - 150 Sudbury St,Little Portugal - Toronto,Condo Apt,"$ 579,000","$582,576",2020-09-07,,1+1 Bedrooms,2 Bathrooms,1 Garage,"$ 2,069","Condo Apt, Apartment",$458/month,-,600-699 feet²,None,"water,heat",28 days,13 day(s),2020-09-03,2020-09-07,"$2,672",4.01%,Queen St W & Gladstone Ave,"Guest Suites, Gym, Indoor Pool, Visitor Parking",Sw,Toronto,"Your Queen West Loft Awaits! Steps Away From All The Trendy Shops, Restaurants, And Nightlife That Beautiful Queen West Offers.Spacious 1+1 With Easy Conversion To A 2 Bedroom.2 Full En-Suite Baths! Open Concept Living With 9'Ceilings,Exposed Concrete And Duct Work.Upgraded Kitchen With Granite Countertops & Stainless Appliances.Balcony With A Beautiful Clear Sw View.Easy Access To Public Transit. Don't Wait,This One Wont Last Long!"
C4829679,Unit 502 - 36 Lisgar St,Little Portugal - Toronto,Condo Apt,"$ 517,200","$519,724",2020-07-28,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,313","Condo Apt, Apartment",$329/month,-,0-499 feet²,None,"water,heat",80 days,15 day(s),2020-07-13,2020-07-28,"$1,932",3.26%,Queen/Dufferin,"Concierge, Games Room, Gym, Party/Meeting Room, Recreation Room, Security Guard",Se,Toronto,"Available For Sale In The Heart Of Queen Street Is This Stunning 1 Bdr 1Bath Condo With Skyline View . Convenient 24 Hour Concierge, Streetcar At Your Doorstep As Well As Restaurants, Nightlife, Bars, Boutique Shops. Move In Now! Parking Available For $37,000."
