Listing_num,Address,Community,House_type,Listing_price,Sigma_estimate,Estimated_on,Sold_price,Bedroom,Washroom,Parking,Tax,Property_type,Maintenance,Building_age,Size,Basement,Utility_incl,Date_on_market,Rental_dom,Listed_on,Updated_on,Rental_estimate,Rental_yield,Major_intersection,Amenities,Exposure,Municipality,Description
C4829213,Unit 507 - 22 Leader Lane,Church-Yonge Corridor - Toronto,Condo Apt,"$ 599,900","$637,563",2020-08-18,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,597","Condo Apt, Apartment",$704/month,-,600-699 feet²,None,"water,heat",90 days,22 day(s),2020-07-14,2020-08-18,"$2,800",3.22%,Yonge St + King St,"Bus Ctr (Wifi Bldg), Concierge, Exercise Room, Guest Suites, Gym, Party/Meeting Room",S,Toronto,"One Of The Few Private Residences In The Iconic King Edward Hotel, This Spacious Corner Unit Gets Maximum Daylight. Luxury Finishes Throughout, Kitchen Has Tile Backsplash+Integrated Designer Appliances. Bathroom Features Classic Subway Tile+Marble Floor; Deep Window Sills For Your Artwork; Crown Moulding; 12' Ceilings; End Of The Corridor=max. Privacy."
C4945085,Unit 2507 - 110 Charles St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 819,800","$822,348",2020-10-11,,2 Bedrooms,2 Bathrooms,1 Garage,"$ 3,154","Condo Apt, Apartment",$595/month,-,800-899 feet²,None,"water,heat",5 days,23 day(s),2020-10-07,2020-10-09,"$3,234",3.17%,Bloor & Jarvis,"Concierge, Guest Suites, Gym, Outdoor Pool, Party/Meeting Room, Visitor Parking",Nw,Toronto,"Your New Super Stylish Home In Fabulous X Condo! Bright & Spacious Corner Suite With 2 Bdrms (Pref Split Bdrms), 2 Baths & 9 Ft Ceilings & Gorgeous Views. Spectacular Amenities - State Of The Art Gym, Billiard/Entertainment Rm, Media Lounge, Roof Garden & Bbq Area, Outdoor Swimming Pool. Prime Location: Steps To Rabba, Dry Cleaner & Rooster Coffee House, Yonge & Bloor, Two Subways Subway Stations, Yorkville, Financial District, Universities & So Much More."
C4875807,Unit 615 - 35 Hayden St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 535,000","$544,495",2020-09-12,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,889","Condo Apt, Apartment",$352/month,-,0-499 feet²,None,"water,heat",55 days,22 day(s),2020-08-18,2020-09-12,"$2,129",3.28%,Yonge/Bloor,"Concierge, Guest Suites, Gym, Indoor Pool, Party/Meeting Room, Visitor Parking",E,Toronto,"Fantastic 1 Bedroom, 1 Bath W/ Balcony Unit In The Heart Of Yonge & Bloor. Highly Desirable Floorplan With No Wasted Space For Easy Living. Enjoy The Convenience Of Being Directly Across The Street From The Yonge & Bloor Subway Stn. Steps To Yorkville, U Of T, Ryerson, Shopping, Restaurants, Cafes,Schools,Libraries & More. Amenities: 24H Concierge, Indoor Pool, Gym, Whirlpool, Outdoor Terrace,Guest Suites,Business Rm, Visitor's Prking. Price Includes 1 Locker"
C4930560,Unit 907 - 81 Mutual St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 599,000","$567,095",2020-09-28,,1 Bedrooms,1 Bathrooms,0 Garage,$ -,"Condo Apt, 3-Storey",-,New,0-499 feet²,None,"water,heat",14 days,22 day(s),2020-09-28,2020-09-28,"$1,750",3.48%,Jarvis & Dundas St,,E,Toronto,"""Assignment Sale"" Welcome To Maxx Condos In Downtown Toronto. Own A Piece Of History In The Big City. Stunning 1 Bedroom, 1 Washroom Unit Will Be Sure To Impress Your Buyers. Open Concept, High Ceiling, Quartz Countertops Etc. Steps Ryerson University And All Local And Major Amenities The City Has To Offer. Great For Investors, First Time Home Buyers, Small Families Or The Busy Professional. Closing Date Is Set For December 2020"
C4928741,Unit 2505 - 33 Lombard St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 549,000","$561,259",2020-09-30,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,973","Condo Apt, Apartment",$379/month,-,0-499 feet²,None,"water,heat",17 days,22 day(s),2020-09-25,2020-09-29,"$2,140",3.13%,Church & Adelaide,"Bbqs Allowed, Concierge, Guest Suites, Gym, Party/Meeting Room, Rooftop Deck/Garden",N,Toronto,"*Bright & Spacious Junior One Bedroom W/ Unobstructed Views Of The City* Excellent Layout With No Wasted Space. 9 Ft Ceilings W/ Floor To Ceiling Windows & Oversized 80 Sf Balcony. Entertainer's Kitchen W/ Ss Appliances & Granite Countertops. Br Has 2 Full Sized Closets. World Class Amenities Including; Gym, Party Rm, Guest Suites, Rooftop Deck, Sauna + More. Steps To Financial District, St Lawrence Market, Eaton Centre, Shopping, Restaurants, Ttc/Path & More"
C4928023,Unit 2211 - 50 Charles St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 499,000","$532,589",2020-10-11,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,632","Condo Apt, Apartment",$226/month,0-5,0-499 feet²,None,heat,17 days,23 day(s),2020-09-25,2020-10-06,"$1,860",3.11%,Charles/Church,"Concierge, Guest Suites, Gym, Outdoor Pool, Party/Meeting Room",N,Toronto,"Gorgeous Jr. 1Br Suite At Casa3! Beautifully Finished Designer Kitchen, European Appliances, Floor To Ceiling Windows, 9' Ceilings & Walk Out To A Generous Balcony. Impressive Hermes 20' High Lobby, Concierge Service, Outstanding Amenities: Fully Equipped Gym, Outdoor Bbq, Lounge & Pool. Just Steps From Yonge Subway, Shopping Along Bloor & Yorkville, Entertainment & Endless Dining Options."
C4932112,Unit 205 - 99 Hayden St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 895,000","$907,413",2020-09-30,,2+1 Bedrooms,2 Bathrooms,1 Garage,"$ 2,957","Condo Apt, Apartment",$843/month,-,900-999 feet²,None,water,13 days,22 day(s),2020-09-29,2020-09-30,"$3,662",3.11%,Bloor/ Church,,N,Toronto,"Stunning & Sophisticated Is What You Will Find In This Carefully Renovated Space. Beautiful Open Concept Living, Showcasing A New Custom Kitchen W/Caesarstone Counters,Custom Cabinets, Chef's Series Samsung Appl, Oak Hrdw Throughout. New Bathrooms, All Closets W/Built Ins, New Furnace, Pot Lights & The List Goes On. Every Inch Completed W/Precision. Walk Outs To 2 Balconies, Large Master W/4 Pc Ensuite & Walk In Closet.This Lovely Boutique Building Is Located"
C4917386,Unit 2307 - 110 Charles St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 829,900","$844,301",2020-09-18,,2 Bedrooms,2 Bathrooms,1 Garage,"$ 3,182","Condo Apt, Apartment",$595/month,6-10,800-899 feet²,None,"water,heat",25 days,22 day(s),2020-09-17,2020-09-17,"$3,237",3.1%,Bloor Street/ Charles St.E,"Concierge, Exercise Room, Guest Suites, Outdoor Pool, Rooftop Deck/Garden, Visitor Parking",Nw,Toronto,"Welcome To The Highly Desirable X-Condo. Stunning & Spacious Split 2 Bedroom Corner Unit With Spectacular Floor To Ceiling Windows Throughout The Entire Unit. Situated In The Sought-After Pocket Of Yonge & Bloor.This Unit Offers A Favourable, Open Concept Split Floor Plan, Soaring 9' Ceilings With Floor To Ceiling Windows Modern Kitchen With Granite Counters& Large Island With Unique Pull-Out Table. Nine Foot Ceilings & No Carpet Anywhere"
C4942452,Unit 1419 - 251 Jarvis St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 609,990","$611,423",2020-10-11,,2 Bedrooms,1 Bathrooms,1 Garage,$ -,"Condo Apt, Apartment",$546/month,-,500-599 feet²,None,water,6 days,23 day(s),2020-10-06,2020-10-08,"$2,266",3.09%,Dundas St E/Jarvis St,,S,Toronto,"Facing South,Amazing 2 Bed + Media In ""Dundas Square Gardens"" . 97/100 Walking Score! Open Balcony With Great Views. Walking Distance To Everything. Amazing Amenities Such As Rooftop Sky Lounge And Large Rooftop Garden. Fully Equipped Gym. Steps Away From Eaton Centre, Ryerson University, George Brown College, Major Hospitals And Public Transportation. Extras:Brand New Appliances: S/S Fridge, S/S Stove, Microwave, B/I Dishwasher, Washer And Dryer."
C4929427,Unit 3707 - 50 Charles St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 998,000","$1,009,762",2020-09-26,,2+1 Bedrooms,2 Bathrooms,1 Garage,"$ 4,525","Condo Apt, Apartment",$626/month,-,900-999 feet²,None,"water,heat",16 days,22 day(s),2020-09-26,2020-09-26,"$3,833",3.08%,Bloor / Yonge,"Bbqs Allowed, Concierge, Exercise Room, Guest Suites, Gym, Outdoor Pool",W,Toronto,"Lobby Furnished By Hermes. Most Demanded Location In The City. Prime Real Estate On Charles Street. Steps To Bloor St. Shopping. Walking Distance To U Of T And Yonge&Bloor Subway Line. An Exclusive Opportunity To Own This Big 2+1 Unit. Soaring 20 Ft Lobby. State Of The Art, Hotel-Inspired Amenities, Spa, Including An Outdoor Infinity Pool, Fully-Equipped Gym,& 24 Hr Concierge. Incredible, Wrap-Around Balcony."
C4875659,Unit 3311 - 45 Charles St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 698,000","$699,552",2020-09-17,,1+1 Bedrooms,2 Bathrooms,0 Garage,"$ 2,611","Condo Apt, Apartment",$410/month,-,500-599 feet²,None,"water,heat",55 days,22 day(s),2020-08-18,2020-09-17,"$2,580",3.08%,Yonge /Charles,,E,Toronto,"Amazing Luxurious Condo Bright & Spacious , One Bedroom + Study ,2 Washrooms, . Unit In The Heart Of Downtown. East View .Glass Tower Chaz Yorkville ,9Ft Ceiling ,Unit ,Bright Living/Dining Room Walk-Out To , Balcony Chaz Club,Computer Gamers Area, Fitness, Pet Spa .And Ultra High End Finishes By Walking Distance And Closeto Subway & Yorkville , Bay St.& University Of T &Ttc At Your Door.(One Bedroom+Study 580Sqft+Balcony 123Sqft =703Sqft)"
C4931019,Unit 1208 - 55 Bloor St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 654,900","$667,473",2020-09-29,,2 Bedrooms,2 Bathrooms,0 Garage,"$ 2,837","Condo Apt, Apartment",$755/month,-,700-799 feet²,None,"water,hydro,heat",14 days,22 day(s),2020-09-28,2020-09-28,"$2,864",3.05%,Yonge/Bloor,"Exercise Room, Recreation Room, Security Guard, Security System",Se,Toronto,"Premium Location In The Heart Of The City. Beautiful 2 Bdrm, 2 Bath, Bright Corner Suite In ""Signatures On Bloor"". Updated Laminate Floors; Granite Floors In Entry, Kitchen And Baths; Walk Score 100 - Steps To Everything: Yorkville, Bloor St, Boutiques, Shopping, Dining, Theatre, Walking Distance To Uoft, Bloor/Yonge Subway Station Steps Away. Fantastic Opportunity."
C4886128,Unit 627 - 155 Dalhousie St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 625,000","$626,072",2020-09-16,,1 Bedrooms,1 Bathrooms,1 Garage,"$ 2,189","Condo Apt, Loft",$535/month,-,700-799 feet²,None,"water,heat",47 days,22 day(s),2020-08-26,2020-09-16,"$2,517",3.15%,Church / Dundas,"Concierge, Guest Suites, Gym, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden",E,Toronto,"Authentic 1-Bedroom Loft In Legendary Merchandise Building. True Industrial Living With 12-Foot Ceilings, Concrete Floors, Barn Doors And Exposed Ductwork - Even The Lighting Is Industrial. Fab Amenities Incl. Basketball Court, Enclosed Rooftop Pool And Rooftop Lounge Area W Bbqs. Concierge, Security, And Dog Run. Close To Ryerson, Eaton Centre, Bars, Restos, Parks, Theatres And The Subway. 98 Walk Score! Includes Parking--Seldom Avail In Smaller Units"
C4941294,Unit 1009 - 89 Mcgill St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 739,000","$744,154",2020-10-10,,1+1 Bedrooms,2 Bathrooms,1 Garage,"$ 1,829","Condo Apt, Apartment",$480/month,0-5,500-599 feet²,None,,7 days,23 day(s),2020-10-05,2020-10-05,"$2,690",3.04%,Church And Mcgill,"Concierge, Gym, Outdoor Pool, Rooftop Deck/Garden, Visitor Parking",S,Toronto,"Welcome To This Absolutely Captivating Tridel 1Bed+ Den + 2 Bathroom + Owned Parking Space With Personal Electric Vehicle Charger Suite Located In Toronto's Most Sought After Neighbourhood. Spacious Den Perfect For A 2nd Bedroom Or Home Office. South Facing Balcony With Unobstructed Views. Efficient Layout With No Wasted Space And Open Kitchen. Walk To U Of T, Ryerson, Hospitals, Financial District, Yonge/Bloor, Ttc And More!"
C4833961,Unit 303 - 55 Bloor St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 699,900","$712,041",2020-10-09,,2 Bedrooms,2 Bathrooms,1 Garage,"$ 2,891","Condo Apt, Apartment",$843/month,-,700-799 feet²,None,"water,hydro,heat",88 days,23 day(s),2020-07-16,2020-10-02,"$3,075",3.02%,Yonge & Bloor,"Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden, Sauna, Security Guard",N,Toronto,"There Is No Better Location In Toronto Than Yonge & Bloor. Transit, Groceries, Restaurants And So Much More All Right At Your Doorstep. A Short Walk To The Luxurious Shops Of Yorkville, Hospitals And U Of T. Great Rental Potential, But Also Perfect For An Amazing Home The Middle Of The City. Only 1 Of 2 Units In The Building With A Massive Terrace For Entertaining. Incredible Value For Toronto's Most In Demand Location."
C4901831,Unit 3501 - 110 Charles St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 1,690,000","$1,613,854",2020-09-08,,2+1 Bedrooms,3 Bathrooms,2 Garage,"$ 5,517","Condo Apt, Apartment",$1077/month,11-15,1400-1599 feet²,None,"water,heat",34 days,22 day(s),2020-09-08,2020-09-08,"$6,358",3.3%,Bloor St And Jarvis,"Concierge, Guest Suites, Gym, Indoor Pool, Outdoor Pool",Se,Toronto,"Modern, Stylish & With Lots Of Natural Light, This 2 + 1 Bedroom W/ Ensuite Baths + Stunning Open Concept Living + Balcony Is Located In Downtown Toronto With Close Proximity To Subway, Dvp & Walking Distance To Yorkville, Rosedale, Bloor/Yonge Shops. A Very Stylish, Luxurious Building W/ World-Class Amenities Incl: A Pool, Great Gym & Event Spaces & 24 Hour Concierge."
C4919552,Unit 3007 - 28 Ted Rogers Way,Church-Yonge Corridor - Toronto,Condo Apt,"$ 759,000","$739,666",2020-09-19,,1+1 Bedrooms,2 Bathrooms,1 Garage,"$ 2,513","Condo Apt, Apartment",$554/month,-,600-699 feet²,None,"water,heat",24 days,22 day(s),2020-09-18,2020-10-09,"$2,772",2.98%,Ted Rogers Way/ Bloor,"Concierge, Guest Suites, Gym, Indoor Pool, Party/Meeting Room",W,Toronto,"Rarely Offered 1+1 With 2 Bathrooms 1 Parking & 1 Locker With Fabulous Unobstructed West Facing Skyline Views/Cn Tower. Spacious And Bright Unit With 9'Ceilings & Floor To Ceiling Windows. Many Upgrades!! Sleek Kitchen With Granite Countertops & Stainless Steel Appliances. Unbeatable Location, Close To Dining & Entertainments Of The Yonge-Church Corridor, The Up Scale Shops Of Yorkville, Two Subway Lines, Dvp And State Of The Art Amenities."
C4919768,Unit 2902 - 28 Wellesley St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 699,000","$676,869",2020-10-10,,2 Bedrooms,1 Bathrooms,0 Garage,"$ 2,393","Condo Apt, Apartment",$477/month,0-5,600-699 feet²,None,"water,heat",24 days,23 day(s),2020-09-18,2020-10-02,"$2,516",2.98%,Yonge & Wellesley,"Concierge, Exercise Room, Party/Meeting Room",Sw,Toronto,"2 Yrs Old Stunning Corner 2 Bedroom Unit With Large Balcony* Bright & Spacious Practical Layout *9Ft Smooth Ceiling * Floor To Ceiling Windows * Beautiful South West City View* Lots Of Upgrades * Next To Ttc Subway, Universities, Yonge Street Shops & Restaurants And More..."
C4909425,Unit 3801 - 197 Yonge St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 599,000","$592,981",2020-09-21,,1 Bedrooms,1 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$381/month,0-5,500-599 feet²,None,heat,30 days,22 day(s),2020-09-12,2020-09-21,"$2,059",3.14%,Yonge/Queen,,N,Toronto,"""The Massey Tower""- Super Masterpiece New Condo At Downtown Toronto On Yonge And Queen St! Bright And Unique Unit With Breathtaking View! Enjoy Views From Floor To Ceiling Windows! Across From Eaton Centre. Walking Distance To Ttc, Subway, Financial District, Hospital, Restaurant And Enetrtainment!"
C4918252,Unit 2305 - 197 Yonge St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 699,900","$646,912",2020-09-18,,1+1 Bedrooms,1 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$439/month,-,600-699 feet²,None,,24 days,22 day(s),2020-09-18,2020-09-18,"$2,260",3.12%,Yonge & Queen,"Concierge, Exercise Room, Guest Suites, Party/Meeting Room, Sauna",Se,Toronto,"Luxurious Massey Tower Condo Located In The Heart Of The City And Directly Across The Street From The Eaton Center. One Bedrm Plus Den Unit Totaling 643 Sqft With Breathtaking Unobstructed Se View Of Ontario Lake, Cn Tower + More. Brand New Appliances, Centre Island, Potlights. Floor To Ceiling Windows All Around. Perfect Size Den. Steps From Massey Hall, The Path, 2 Subway Stations & Financial District. 100 Walk Score & 100 Transit Score!*See Virtual Tour!"
C4932661,Unit 2905 - 251 Jarvis St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 759,000","$773,031",2020-09-29,,2 Bedrooms,2 Bathrooms,0 Garage,"$ 2,020","Condo Apt, Apartment",$585/month,New,700-799 feet²,Other,,13 days,22 day(s),2020-09-29,2020-09-29,"$2,824",2.95%,Dundas St.E/Jarvis St.,"Concierge, Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Sauna",Sw,Toronto,"Brand New 2 Bedrooms 2 Bath Condo Located In Heart Of Toronto Centre, Steps To Everything With Excellent Walk Score. Stainless Steel Appliances, Open Balcony. Excellent Amenities Such As Rooftop Sky Lounge And Four Rooftop Gardens, Library, Fully-Equipped Fitness Centre, Swimming Pool. Close To Eaton Centre And Ryerson University."
C4934780,Unit 620 - 251 Jarvis St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 609,000","$619,065",2020-10-01,,2 Bedrooms,1 Bathrooms,0 Garage,"$ 2,020","Condo Apt, Apartment",$456/month,-,500-599 feet²,None,,12 days,22 day(s),2020-09-30,2020-09-30,"$2,266",2.91%,Dundas/Jarvis,,Se,Toronto,"Stunning 2 Bedroom + Media Condo Unit Total 577 Sqft With Large Size Terrace Located In Heart Of Toronto Centre, Steps To Everything With Excellent Walk Score. Excellent Amenities Such As Rooftop Sky Lounge And Four Rooftop Gardens, Library, Fully-Equipped Fitness Centre, Swimming Pool. Close To Eaton Centre And Ryerson University."
C4934777,Unit 1525 - 251 Jarvis St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 749,000","$751,812",2020-10-01,,2 Bedrooms,2 Bathrooms,0 Garage,"$ 2,020","Condo Apt, Apartment",$586/month,New,700-799 feet²,Other,heat,12 days,22 day(s),2020-09-30,2020-09-30,"$2,736",2.9%,Dundas St.E/Jarvis St.,"Concierge, Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Sauna",Sw,Toronto,"Brand New 2 Bedrooms Condo Located In Heart Of Toronto Centre, Steps To Everything With Excellent Walk Score. Stainless Steel Appliances, Open Balcony. Excellent Amenities Such As Rooftop Sky Lounge And Four Rooftop Gardens, Library, Fully-Equipped Fitness Centre, Swimming Pool. Close To Eaton Centre And Ryerson University."
C4936239,Unit 4002 - 85 Wood St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 638,000","$633,679",2020-10-09,,2 Bedrooms,1 Bathrooms,0 Garage,"$ 2,608","Condo Apt, Apartment",$407/month,0-5,500-599 feet²,None,heat,11 days,23 day(s),2020-10-01,2020-10-10,"$2,300",2.89%,College And Carlton,,S,Toronto,"Undeniably Beautiful City & Lake Views From This 2 Bedroom Condo, Large Balcony South Facing With Floor To Ceiling Windows Throughout, Allowing Natural Light. Integrated Appliances. Modern Kitchen, Large Bedroom, Double Door Closets. Steps To The Subway, Ttc, Shopping, Restaurants & University (Ryerson & U Of T)."
C4934854,Unit 308 - 3 Market St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 599,000","$597,858",2020-10-11,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,000","Condo Apt, Apartment",$331/month,-,500-599 feet²,None,"water,heat",13 days,23 day(s),2020-09-29,2020-10-07,"$2,078",2.91%,Front & Jarvis,,E,Toronto,"""Market Wharf!"" A Luxury Condo By St. Lawrence Market. Excellent Functional Layout, 1 Bedroom Suite Incl 9 Ft Media Wall. Euro Style Stainless Steel Kitchen Appliances, Granite Kitchen Counter Top. Stacked Front Loading Washer & Dryer. Steps To Front St And Downtown Core. Walk To Financial District. Walk To Work! Blocks From Gardiner & Dvp. Open Concept Living/Dining/Kitchen With Floor To Ceiling Windows. Large Front Hall Closet."
C4914445,Unit 4514 - 197 Yonge St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 695,000","$674,640",2020-09-18,,1+1 Bedrooms,1 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$417/month,0-5,600-699 feet²,None,heat,27 days,22 day(s),2020-09-15,2020-09-18,"$2,260",3.03%,Yonge/Queen,"Concierge, Guest Suites, Gym, Party/Meeting Room, Sauna, Security Guard",N,Toronto,"One Year Old, Top Of The Line Luxurious Condo At The Heart Of The City Across From Eaton Centre, Close To Universities, Shopping, Transit, Hospitals, Train Station. Open Concept With Floor To Ceiling Windows, 9 Feet Ceiling, Center Island, Breathtaking View"
C4931679,Unit 1207 - 45 Charles St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 628,000","$622,598",2020-09-30,,1+1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,651","Condo Apt, Apartment",$379/month,-,600-699 feet²,None,"water,heat",17 days,22 day(s),2020-09-25,2020-09-30,"$2,233",2.88%,Yonge/Bloor,"Concierge, Security System",Nw,Toronto,"Prime Downtown Location! Luxury ""Chaz"" Condo! Steps To Two-Subway Line! Walk To Bloor/Yorkville Shops, Restaurants, Cafes, Royal Ontario Museum & University Of Toronto! Popular ""Deco 620"" Model (Total: 620 Sq Ft, Stite: 592 Sq Ft, Balcony: 28 Sq Ft)! Sunny & Spacious One Bedroom Suite Plus Study! Floor To Ceiling Windows! 9' Ceiling! Great Facilities W/Chaz Club (36th & 37th Floor) Overlooking Stunning Skyline/Lake Ontario & Much More! 24 Hour Concierge!"
C4910251,Unit 4007 - 88 Queen St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 928,000","$894,062",2020-10-01,,2 Bedrooms,2 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$419/month,-,600-699 feet²,None,,29 days,22 day(s),2020-09-13,2020-09-30,"$2,872",3.06%,Yonge And Queen,"Bbqs Allowed, Concierge, Gym, Outdoor Pool, Party/Meeting Room, Visitor Parking",S,Toronto,"Pre Construction Suite. Occupancy Summer 2024. Walk Score 97. Transit Score 100. Bike Score 98. Steps To Yonge & Queen. 51 Storey Residential Tower With 5 Storeys Of Office Space Occupying The Podium Level With Food Hall And Retail Shops On The Ground Floor. Iconic Lattice Of White Aluminum And Fritted Glass. Engaging Design Complements The Urban Chic Neighbourhood. 24 Hr Ttc Service. Close To The Financial Core, Ryerson, George Brown, Uoft, Eaton Centre"
C4900438,Unit 2401 - 42 Charles St E,Church-Yonge Corridor - Toronto,Condo Apt,"$ 599,000","$611,302",2020-09-21,,1+1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,729","Condo Apt, Apartment",$342/month,0-5,500-599 feet²,None,"water,heat",40 days,22 day(s),2020-09-02,2020-09-21,"$2,167",2.88%,Yonge & Charles,,E,Toronto,"3D Tour Attached.Luxurious 1+1 Bed Condo At Yonge/Bloor.Open Concept Layout. Den With Window And Can Be Used As Second Bedroom.Floor To Ceiling Windows. Walking Distance To U Of T And Yonge/Bloor Subway Line. Steps To Yorkville, Bloor St. Shopping. Missoni Inspired Design, Hotel-Inspired Amenities, Including An Outdoor Infinity Pool, Fully-Equipped Gym, Movie Room, Party Room & 24 Hr Concierge."
C4880183,Unit 1616 - 200 Victoria St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 435,000","$501,454",2020-08-21,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,253","Condo Apt, Apartment",$435/month,16-30,0-499 feet²,None,"water,hydro,heat",52 days,22 day(s),2020-08-21,2020-08-21,"$1,977",3.15%,Victoria St And Shutter St,"Concierge, Guest Suites, Gym, Security Guard",Ne,Toronto,"Enjoy Down Living In A Bachelor/Studio Condo Suite In The Pantages Hotel. In A Prime Location Within The Church Street Corridor, A Colourful City Experience Surrounds You From Church St Restaurants And Clubs, Yonge-Dundas Square Nightlife, The Eaton Centre, Plus Parks, School Campuses, And Queen And Kings Street's Exciting Entertainment Scene. 24 Hour Security & Concierge, Use Of Hotel Amenities."
C4907488,Unit 314 - 555 Yonge St,Church-Yonge Corridor - Toronto,Condo Apt,"$ 499,999","$518,140",2020-09-11,,1+1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,661","Condo Apt, Apartment",$607/month,-,600-699 feet²,None,"water,hydro,heat",31 days,22 day(s),2020-09-11,2020-09-11,"$2,144",2.94%,Yonge & Wellesley,"Security Guard, Security System, Recreation Room, Exercise Room, Sauna",W,Toronto,"Efficient City Living At Its Best At The Corner Of Yonge & Wellesley. Boutique 9-Storey Retrofitted In 1996 From An Office Building. Open, Bright, Function & Size! Professionally Added Den/Workspace For Your Wfh Lifestyle. Smart Layout W/Spacious Kitchen, Ample Storage & Breakfast Bar. Literal <1Min Walk To Subway, Starbks, Tims, Lcbo, Resto, Shops & Groceries. Next To Uoft, Ryerson, Hospital & Queens Park. You're Going To Love Living Here!"
