Listing_num,Address,Community,House_type,Listing_price,Sigma_estimate,Estimated_on,Sold_price,Bedroom,Washroom,Parking,Tax,Property_type,Maintenance,Building_age,Size,Basement,Utility_incl,Days_on_market,Rental_dom,Listed_on,Updated_on,Rental_estimate,Rental_yield,Major_intersection,Amenities,Exposure,Municipality,Description
C4840117,Unit 2905 - 125 Redpath Ave,Mount Pleasant West - Toronto,Condo Apt,736000.0,728972.0,2020-09-15,673000.0,1+1,2,0,2522.0,"Condo Apt, Apartment",423.0,0-5,600-699 feet??,,"water,heat",56,16.0,2020-07-22,2020-09-16,2116.0,2.29,Yonge &  Eglinton,"Bbqs Allowed, Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",NW,Toronto,"Mid-Town Menkes New Condo (2019 Occupied), 29th Floor Corner Unit With Beautiful City View. Den With Window & Door Could Be Used As 2nd Bedroom. Comes With Two Full Baths And A Locker. Walking Distance To Both Eglinton Subway Station & Future Cross Town Station. Vibrant City Life With Retail Shops, Goodlife Fitness, Restaurants, Bars & Loblaws At Your Doorstep."
C4820105,Unit 2203 - 33 Mill St,Waterfront Communities C8 - Toronto,Condo Apt,579900.0,604075.0,2020-08-29,544000.0,1,1,0,1949.0,"Condo Apt, Apartment",345.0,15-Nov,500-599 feet??,,"water,heat",71,18.0,2020-07-07,2020-09-17,1814.0,2.42,Front & Parliament,"Concierge, Guest Suites, Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden",E,Toronto,"Bright One Bedroom On High Floor With Clear View In Toronto's Historic Distillery District. Vacant & Available - Move In Condition. Open Concept Living/ Dining / Kitchen With Custom Built-In Office Desk. Large Balcony With East View To Lake Ontario. Floor To Ceiling Windows Building Amenities: Concierge, Outdoor Pool, Hot Tub, Gym, Party Room, Rooftop With Bbq Area And Guest Suites Steps To Shops, Restaurants, Ttc & Highways"
C4907474,Unit 206 - 781 King St W,Niagara - Toronto,Condo Apt,649900.0,645273.0,2020-09-11,625000.0,1,1,1,2183.0,"Condo Apt, Loft",500.0,,600-699 feet??,,water,4,14.0,2020-09-11,2020-09-16,1964.0,2.24,King West @ Niagara,"Exercise Room, Party/Meeting Room, Visitor Parking",W,Toronto,"Offers Anytime! Authentic Hard Loft At Gotham Lofts! King @ Niagara. 11'9"" Ft. Exposed Post N' Beam Ceiling (Circa 1917). Multi-Level Space W/Steel Spiral Staircase Centrepiece. Gorgeous Century Brick Focal Wall W/Huge West-Facing Windows, Great Natural Daylight! Great Live/Work Potential. Parking + Locker Inc.! Lofts Rarely Come Up For Sale At Gotham (4 In 3 Years)"
C4907899,Unit 421 - 783 Bathurst St,University - Toronto,Condo Apt,619900.0,620416.0,2020-09-11,620000.0,1+1,1,0,2699.0,"Condo Apt, Apartment",474.0,,700-799 feet??,,heat,5,22.0,2020-09-10,2020-09-22,2173.0,2.59,Bloor & Bathurst,"Bbqs Allowed, Bike Storage, Concierge, Exercise Room, Media Room, Visitor Parking",W,Toronto,"Award Winning B-Street Condominiums!! Amazing Layout, Separate Living/Dining Areas, 1 Bedroom + A True Den, Ideal For Your Home Office. 9' Ceilings & Walk-Out To Balcony. Enjoy Living In This Vibrant ""Annex"" Location, Steps To Subway, Bars, Cafes, Restaurants & Shops, Walk To U Of T And Downtown. Excellent Amenities Including 24 Hour Concierge, Gym, Media Room, Bike Storage ++. Live, Work And Play From This Amazing Location."
"W4906692, 40019990",Unit 214 - 60 Heintzman St,Junction Area - Toronto,Condo Apt,699900.0,738487.0,2020-09-11,720000.0,2,2,1,2279.0,"Condo Apt, Apartment",447.0,2010,800-899 feet??,,water,5,13.0,2020-09-10,2020-09-16,2310.0,2.58,Keele St &  Dundas St W,"Bike Storage, Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",S,Toronto,"Bright Spacious 2 Bed & 2 Full Baths Corner Unit, With 885 Square Feet. Great Location In Sought-After Junction. Beautiful View Overlooking Courtyard. Unit Features Granite Counters, Ensuite Bath, Same Floor Locker & Owned Parking. Low Maintenance Fees. Majority Owner Occupied Building, With Vibrant Community. Highly Walkable, Close To Public Transit And Amenities Including Excellent Restaurants, Organic Grocers, Big Box Stores, Etc. La Fitness Next Door."
W4906630,Unit 626 - 15 Laidlaw St,Niagara - Toronto,Condo Townhouse,599000.0,619455.0,2020-09-17,600000.0,2+1,1,1,2020.0,"Condo Townhouse, Stacked Townhse",369.0,,700-799 feet??,,water,5,13.0,2020-09-10,2020-09-25,2618.0,3.85,King St W &  Dufferin,Bbqs Allowed,W,Toronto,"Spacious 2 Bedroom + Den Unit In Liberty Village! 700 Sqft + Large Balcony Overlooking The Park. Open Concept Layout. Freshly Painted, S/S Appliances & Granite Counters***1 Parking Space & 1 Locker Included*** Ideal Location Surrounded By Amenities, Park, Shopping, Dining, Entertainment, Art Gallery & More!***Best Price Per Square Foot!!!***"
C4906118,Unit 1467 - 209 Fort York Blvd,Waterfront Communities C1 - Toronto,Condo Apt,699900.0,741661.0,2020-09-18,730000.0,2+1,2,1,2513.0,"Condo Apt, Apartment",611.0,10-Jun,800-899 feet??,,water,5,20.0,2020-09-10,2020-09-28,2848.0,3.02,Bathurst & Lakeshore,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Security Guard, Visitor Parking",SE,Toronto,"Renovated 2 Bedroom + Den In Sought After Waterpark City. Enjoy Cn Tower & Lake Views. Desirable Split Bedroom Layout, Two Full Spa Like Bathrooms. Large Private Balcony, Floor-To-Ceiling Windows & New Flooring Thru-Out. Open Concept Kitchen S/S Appl & Granite Counters. New Upgraded Laundry. Steps To New Loblaws/Lcbo, Shoppers, Lake, Park, Billy Bishop Airport, Starbucks. Amenities: 24 Hr Concierge, Indoor Pool, Fitness Centre, Outdoor Patio & Party Room."
C4905911,Unit 803 - 650 Queens Quay W,Waterfront Communities C1 - Toronto,Condo Apt,599999.0,641717.0,2020-09-16,590000.0,1+2,1,1,2159.0,"Condo Apt, Apartment",637.0,16-30,700-799 feet??,,"water,hydro,heat",5,20.0,2020-09-10,2020-09-25,2354.0,2.63,Bathrust & Queens Quay,"Concierge, Exercise Room, Gym, Recreation Room, Security Guard, Visitor Parking",SE,Toronto,"Lovely, Bright, Spacious Apartment In A Prime Harbour Front Location. 1 Bdrm Plus Den And Solarium With A Walkout To A Long Balcony With A Fantastic South East View Of Lake Ontario. Steps To Restaurants, Parks, Trails, Bike Paths, The Waterfront, Transit, The New Loblaws, Lcbo And Shoppers Drug Mart. Beautiful Roof Top Terrace With Bbq's And Spectacular Views Of The City. Laminate Flooring Throughout."
C4905777,233 Atlas Ave,Oakwood-Vaughan - Toronto,Semi-Detached,699900.0,798566.0,2020-09-15,870000.0,2+2,3,0,3640.0,"Semi-Detached, 2-Storey",,,1300 feet?? (SigmaEstimate??),"Sep Entrance, W/O",,5,11.0,2020-09-10,2020-09-16,3207.0,4.22,Oakwood & Vaughan,,E,Toronto,"Great Opportunity To Invest In This Solid Semi Detached 2 Storey Home In A Great High Demand Location! Perfect For Investors / Builders Or First Time Buyers. Lots Of Character! Separate Side Entrance! Lovely Newer Wood Deck 3.2M X 4.1M! Oversized Single Detached Garage! Close To All Amenities Including Subway, Hwys, Schools And Shopping!"
E4904618,17 Chapman Ave,O'Connor-Parkview - Toronto,Semi-Detached,699000.0,785285.0,2020-09-09,840000.0,3+2,3,0,3460.0,"Semi-Detached, Bungalow",,,1300 feet?? (SigmaEstimate??),"Finished, Sep Entrance",,6,15.0,2020-09-09,2020-09-16,2834.0,3.71,Dawes & St. Clair,,S,Toronto,"The Chapman Semi-Detached Bungalow - Renovated & Updated To Create A Move-In Ready Home! Modern Finishes, Recessed Led Lighting, Beautiful Kitchen & Baths. You'll Love The Walkout To The New Cedar Deck & Fenced Rear Yard. Fully Finished Basement With 2 Bedrooms & Separate Side Entrance From The 3 Car Driveway. Ideal For Growing Families & First-Time House Owners Seeking A Quality Space To Live, Work & Prosper."
E4903377,Unit 528 - 88 Colgate Ave,South Riverdale - Toronto,Condo Apt,649900.0,670824.0,2020-09-10,715500.0,1,1,1,2351.0,"Condo Apt, Loft",430.0,,500-599 feet??,,"water,heat",6,11.0,2020-09-09,2020-09-16,2514.0,3.24,Queen & Carlaw,"Bbqs Allowed, Guest Suites, Gym, Media Room, Party/Meeting Room, Visitor Parking",W,Toronto,"Rarely Available West Facing Unit In The Sought After Boutique Building Known As Showcase Lofts. Located In The Heart Of Leslieville This Loft Boasts The Perfect Open Concept Layout. Stunning Kitchen W/Quartz Counters, 5 Burner Gas Stove & Oversized Sink. With The Gorgeous Reclaimed Brick Wall, Hardwood Floors, 9' Ceilings, Spacious Bedroom, Spa Like Bath, You Won't Want To Leave. Large Balcony W/ 2 Walkouts & Breathtaking Skyline Views Of The City."
C4902076,Unit S508 - 112 George St,Moss Park - Toronto,Condo Apt,569000.0,603115.0,2020-09-19,615000.0,1+1,1,1,2393.0,"Condo Apt, Apartment",430.0,,600-699 feet??,,"water,heat",7,15.0,2020-09-08,2020-09-21,2325.0,3.18,Jarvis & Adelaide,"Concierge, Exercise Room, Guest Suites, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",W,Toronto,"Welcome To The Award Winning & Highly Sought After Vu Condos- One Of The Best Buildings In Toronto! Beautiful One Bedroom + Den Has A Spacious Layout With High Ceilings, Semi-Ensuite Washroom, Parking & Locker. A Perfect Layout With Plenty Of Natural Sunlight With Its Floor To Ceiling Glass Windows. Conveniently Located To St. Lawrence Market, Financial District, Eaton Centre, Metro, Restaurants, Shops, Schools, Ttc, Gardiner/Dvp & So Much More."
C4902062,Unit 608 - 55 East Liberty St,Niagara - Toronto,Condo Apt,699900.0,764010.0,2020-09-16,700000.0,2+1,2,1,2843.0,"Condo Apt, Apartment",665.0,,900-999 feet??,,"water,heat",7,14.0,2020-09-08,2020-09-22,3295.0,3.56,East Liberty & Stachan,"Concierge, Exercise Room, Gym, Indoor Pool, Party/Meeting Room, Visitor Parking",SE,Toronto,"Vibrant Liberty Village Sunfilled E/S Exp. Large 2+1 Bedroom Corner Unit W/ Parking And Locker. Don't Miss Out- Super Opportunity To Own Fabulous Open Concept Unit With Great Functional Layout. Split Bdrms Large 102 Sqft Balcony Movein Condition. 9 Ft Ceilings- Granite Counters. S/S Appliances. Super Building Amenities In Heart Of Liberty Village- Walk To Shops, Ttc, 24Hr Metro, Lake, Bistro & Lounge. Boutique, Drake Hotel Only Mins Away. Great Investment"
C4901442,Unit 602 - 18 Stafford St,Niagara - Toronto,Condo Apt,598000.0,640845.0,2020-09-14,655000.0,1+1,1,1,2369.0,"Condo Apt, Apartment",485.0,16-30,700-799 feet??,,"water,heat",7,14.0,2020-09-08,2020-09-16,2300.0,2.86,King & Strachan,"Bike Storage, Games Room, Gym, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",S,Toronto,"Bright And Beautiful In The Heart Of Trendy King West! 765 Sq Ft Of Living Space, This Chic 1-Bedroom Unit Has Hardwood Floors, A Separate Den (Perfect For A Home Office), Plenty Of Storage Space Including A Spacious Walk-In Closet, Ensuite Laundry, Sunny South-Facing Windows, A Large Kitchen With A Breakfast Bar, And An Open Concept Living/Dining Rm That Walks Out To A Private Balcony. Steps Away From Transit, Shops, Parks, Restaurants, Cafes And Lake"
W4901197,59 Branstone Rd,Caledonia-Fairbank - Toronto,Detached,599999.0,562309.0,2020-09-09,651000.0,1,1,0,2273.0,"Detached, Bungalow",,100+,700-1100 feet??,"Full, Unfinished",,7,18.0,2020-09-08,2020-09-16,1512.0,2.66,Eglinton Ave W & Dufferin,,E,Toronto,"This Spacious 1 Bedroom Bungalow Near Eglinton West & Dufferin Is A Perfect Starter Home! Mature Perennial Gardens & Vast Backyard Make This Home A Perfect Condo Alternative. Conveniently Located Near Ttc, Grocery Stores, Shops, Restaurants, Parks, Great Schools And More! Don't Miss Out, Opportunities Like This Are Rare! Builders Are Welcome Too."
C4901066,Unit 324 - 1 Shaw St,Niagara - Toronto,Condo Apt,579900.0,630286.0,2020-09-16,572500.0,1+1,1,0,2210.0,"Condo Apt, Apartment",386.0,,600-699 feet??,,"water,heat",7,14.0,2020-09-08,2020-09-22,2161.0,2.87,King & Shaw,"Concierge, Exercise Room, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",W,Toronto,"A Sophisticated 1+Den In Classic Dna1. Exposed Concrete 9Ft Ceilings, Open Layout, S/S Appliances With Gas Range And Breakfast Island Exudes Loft Living On King West At Its Best. Enjoy Late Summer Sunsets In Your Balcony, Bbq With Your Friends. Escort Them To The Roof Top Terrace For Breathtaking 360? Views Of The City. Ttc/Starbucks/City Market At Your Doorstep And Minutes From Bustling King West, Liberty Village, Lcbo, Restaurants, Shops, Cafes And More!"
C4899674,Unit 811 - 320 Richmond St E,Moss Park - Toronto,Condo Apt,625000.0,633771.0,2020-09-17,620000.0,1+1,1,1,2363.0,"Condo Apt, Apartment",509.0,,600-699 feet??,,"water,heat",11,15.0,2020-09-04,2020-09-23,2200.0,2.66,Richmond & Sherbourne,"Concierge, Gym, Outdoor Pool, Rooftop Deck/Garden, Sauna, Visitor Parking",W,Toronto,"Priced To Sell, Come Get It Before It's Too Late! This One Bedroom Plus Den Features Open Concept And Floor To Ceiling Windows Facing West For Unparalleled Views Of Sunsets. Original Owners Since Completion That Have Taken Meticulous Care Of The Property. One Parking Space And Locker. Terrific Location - 96 Walk Score, 100 Rider Score, 98 Bike Score, Minutes To Downtown. Walk Or Bike To Work. Make Sure To Check Out The Virtual Tour!"
C4899555,Unit 1804 - 11 Charlotte St,Waterfront Communities C1 - Toronto,Condo Apt,589000.0,595506.0,2020-09-10,580000.0,1,1,0,1889.0,"Condo Apt, Apartment",371.0,0-5,0-499 feet??,,"water,heat",11,20.0,2020-09-04,2020-09-16,2242.0,3.2,King & Spadina,"Bbqs Allowed, Concierge, Exercise Room, Outdoor Pool, Party/Meeting Room",N,Toronto,"Fall In Love With This Spectacular, Light Filled, Stunningly Finished Condo. Perfect 1 Bedroom- No Wasted Space.9 Foot Ceilings, Floor To Ceiling Windows, Quartz Counters, Scavolini Kitchen Cabinetry, Spa-Like Bathroom And Huge Spacious Leisure Balcony!! 5 Minutes From The P.A.T.H. To The East And 3 Minutes To The West- Right In The Heart Of King West-Bars, Restaurants, Nightlife & King Streetcar. Enjoy The Rooftop Pool!!"
C4881608,Unit 622 - 955 Bay St,Bay Street Corridor - Toronto,Condo Apt,599900.0,637638.0,2020-09-13,585000.0,1+1,1,0,,"Condo Apt, Apartment",432.0,New,600-699 feet??,,,25,22.0,2020-08-21,2020-09-16,1997.0,2.72,Bay & Wellesley,"Concierge, Gym, Media Room, Outdoor Pool, Party/Meeting Room, Security System",E,Toronto,"Location, Location, Location! Stunning Britt Condo On Sought After Bay Street. Walk Score 100! Steps To All Amenities: Subway, Ut, Bloor-Yorkville Shopping District, Queen's Park, Hospitals, Museum. Spacious Open Concept Living/Dinning Room, Modern Kitchen Features Designer's Choice Of Cabinets, Stainless Steel Appliances. Den Can Fit A Twin Size Bed."
C4880593,Unit Ph18 - 650 Queens Quay Quay W,Niagara - Toronto,Condo Apt,599000.0,664485.0,2020-09-12,625000.0,1+2,1,1,2249.0,"Condo Apt, Apartment",613.0,,700-799 feet??,,"water,hydro,heat",25,14.0,2020-08-21,2020-09-17,2050.0,2.11,Bathurst & Queens Quay,,SW,Toronto,"Penthouse Waterfront Living At Its Finest - Very Rare Offering! Versatile Spacious 1 Bdrm + 2 Den/Solarium W/ 9Ft Ceilings. Wonderfully Upgraded & Meticulously Maintained. Newly Renovated Bathroom, Hardwood Flrs, S/S Kit Appliances, Exposed Brick Wall, Marble Ctrs In Kit, Upgraded Light Fixtures. 2 Juliette Balconies To Soak In The Fabulous View Of Harbour & Lake! Oversized Lkr & 1 Pkg. Steps To Little Norway Park & Water. Maint Fee Includes Heat, Hydro, Wtr"
C4874803,Unit 1603 - 111 Elizabeth St,Bay Street Corridor - Toronto,Condo Apt,649999.0,671406.0,2020-09-09,601000.0,1+1,1,0,2379.0,"Condo Apt, Multi-Level",421.0,,600-699 feet??,,water,28,21.0,2020-08-18,2020-09-15,1950.0,2.18,Bay & Dundas,"Bbqs Allowed, Exercise Room, Games Room, Guest Suites, Gym, Indoor Pool",E,Toronto,"Live In The Center Of Downtown Toronto With Everything At Your Foot Step. Very Practical Layout With No Wasted Space And A Large Functional Den. Freshly Painted And Cleaned -- Move In Ready! The Condo Offers A Wide Range Of Amenities From 24 Hours Concierge, Indoor Pool, Gym, Party Room, Guest Suites And An Impressive Rooftop With A Beautiful View Of The City."
C4871586,Unit 1502 - 69 Lynn Williams St,Niagara - Toronto,Condo Apt,629000.0,629764.0,2020-08-15,610000.0,1,1,1,2123.0,"Condo Apt, Apartment",477.0,10-Jun,600-699 feet??,,"water,heat",32,15.0,2020-08-14,2020-09-15,2135.0,2.65,East Liberty & Strachen,"Exercise Room, Gym, Party/Meeting Room, Recreation Room, Visitor Parking",E,Toronto,"Lavish In Liberty! Spectacular East Facing Unit With Unobstructed City Skyline Views. Bright And Airy 1 Bed,1 Bath With 635 Sq Ft Of Living Space. Practical Open Concept Layout With Smooth 8Ft Ceilings & Stylish Finishes Throughout. Kitchen Feat. Custom Island/ Breakfast Bar, Generous Counter Space And Storage. Large Master Bedroom With Double Closet & Large Window Will Be Sure To Impress. Modern Bathroom Feat. Glass Door Shower, Upgraded Hardware & Shelving."
C4857225,Unit 3715 - 181 Dundas St E,Church-Yonge Corridor - Toronto,Condo Apt,580000.0,597796.0,2020-08-31,542000.0,1+1,1,0,1845.0,"Condo Apt, Apartment",338.0,New,500-599 feet??,Unfinished,water,41,22.0,2020-08-05,2020-09-16,1838.0,2.48,Dundas & Jarvis,"Concierge, Guest Suites, Gym",N,Toronto,"High Floor,Very Good Layout Den Is Large Enough To Be A Small Bedroom With Sliding Doors Excellent Layout No Wasted Space. 1 Locker Included In Price $8,000 Value!!!"
C4839551,Unit 2504 - 99 Harbour Sq,Waterfront Communities C1 - Toronto,Condo Apt,729900.0,728834.0,2020-09-09,680000.0,1,1,1,2367.0,"Condo Apt, Apartment",613.0,,600-699 feet??,,"water,hydro,heat",56,20.0,2020-07-21,2020-09-16,1991.0,1.76,York Street & Queens Quay,,SE,Toronto,"Breathtaking Unobstructed Se View Of Lake & Island. Very Rare One Bedroom In South Tower. Floor To Ceiling Windows, One Parking & One Locker. Fabulous Amenities! In-House Restaurant/Lounge W/ Room Service, Order Bkfst In Bed & Watch The Tall Ships Sale In. Beaches, Boats & Bike Downstairs Guest Suites, 24-Hr Concierge. Private Shuttle Around Dt. Walking Distance To Union Stn, Ttc, Up Express, Groceries, Scotiabank Arena, Rogers Center."
C4835471,Unit 911 - 270 Wellington St W,Waterfront Communities C1 - Toronto,Condo Apt,699900.0,721751.0,2020-09-09,683000.0,1+1,2,1,2573.0,"Condo Apt, Apartment",697.0,,700-799 feet??,,"water,hydro,heat",60,20.0,2020-07-17,2020-09-16,2876.0,3.0,Wellington St. W & Blue Jays Way,"Concierge, Exercise Room, Gym, Indoor Pool, Rooftop Deck/Garden, Visitor Parking",S,Toronto,"Rarely Available At The Icon, Spectacular South Facing 1 Bdrm + Separate Den With Sliding Door & Closet (Like A 2nd Bdrm), 2 Full Baths, Approx.786 Sq. Ft. Upgraded Open Concept Kitchen (2019). Large Master Bdrm Fits A King-Size Bed.4 Pc. Ensuite, Excellent Amenities: Indoor Pool. Rooftop Terrace & Bbq, Gym, Cyber Lounge, 24-Hr. Conceirge, Visitor's Parking, Steps To Entertainment And Financial District, Subway & Shops, Walk Score 100, A Must See !!"
W4910348,Unit 717 - 38 Howard Park Ave,Roncesvalles - Toronto,Condo Apt,595000.0,613793.0,2020-09-14,629000.0,1,1,0,2135.0,"Condo Apt, Apartment",360.0,0-5,500-599 feet??,,water,0,13.0,2020-09-14,2020-09-15,1954.0,2.63,Roncesvalles & Howard Park,"Bbqs Allowed, Bike Storage, Exercise Room, Media Room, Party/Meeting Room, Visitor Parking",SW,Toronto,"Welcome To The Coveted Howard Park In Roncesvalles Village. This Bright Unit Boasts A Uniquely Large & Private Terrace That Is Flooded With Southwest Light That Is Sure To Brighten Up Your Day & Cascade Into Your Open Concept Living Room. The 9Ft Ceilings Compliment The Layout, Illuminating The Spaciousness. A Plethora Of Intimate Coffee Shops, Restaurants & Family Owned Store Fronts Oozes Familiarity.?minutes From High Park, The Junction Go/Up Station."
C4909492,Unit 705 - 205 Wynford Dr,Flemingdon Park - Toronto,Condo Apt,689900.0,685504.0,2020-09-15,685000.0,2+1,2,1,2145.0,"Condo Apt, Apartment",886.0,,1200-1399 feet??,,"water,hydro,heat",2,19.0,2020-09-12,2020-09-28,2317.0,1.98,Eglinton & Don Valley Pkwy,"Exercise Room, Indoor Pool, Sauna, Security Guard, Tennis Court, Visitor Parking",E,Toronto,"Must See This Beautifully Renovated, Spacious, 2+1 Bed, 2 Bath South/East Facing Corner Suite! Features Open-Concept Kitchen, Living, Dining & Solarium! Boasts Large, Gorgeous Quartz Island, Ss Appliances, New Floors, New Baths & More! Located In The Prestigious Palisades Building With Amenities Galore. Minutes To Hwys, Shops, Downtown, Parks, Restaurants"
W4906569,193 Boon Ave,Corso Italia-Davenport - Toronto,Freehold Townhouse,649000.0,730096.0,2020-09-13,786000.0,2+1,2,1,2746.0,"Freehold Townhouse, 2-Storey",,,700-1100 feet??,Finished,,4,20.0,2020-09-10,2020-09-15,2301.0,3.2,St Clair + Dufferin,,E,Toronto,"First Timers + Condo Upsizers, This Corso Italia Condo-Alt Gem Could Be Your Jam! 2 Storey 2 Bed Rowhouse Boasts Warmth+Fantastic Open Layout. Updated Kitch W/ Walkout To Yard. 2nd Flr Mstr Bdrm W/ Ensuite Bath + 2nd Bdrm W/ Large West Facing Window. Renovated Bsmt W/ Radiant Flrs, New Bath + Space For Home Office Or 3rd Bdrm. Deep Fenced Backyard Offers Perfect Setting For Get Togethers+Relaxing, Bbq Your Heart Out W/ Direct Gas Line. And Rear Lane Parking!"
W4902641,27 Brownville Ave,Mount Dennis - Toronto,Detached,599900.0,653649.0,2020-09-15,620000.0,0,0,6,1997.0,"Detached, Bungalow",,,1300 feet?? (SigmaEstimate??),Unfinished,,6,17.0,2020-09-08,2020-09-15,1980.0,3.16,Eglinton Ave W & Weston Rd,,E,Toronto,"Attention Builders! Demolition Permit In Place And 2018 Survey Available. Wide Lot With Private Drive. Very Quiet, Residential Street. Create Your Dream Home Just Steps From The High Anticipated Eglinton Lrt Line. Mt. Dennis Station Is Only A Five Minute Walk Away. Ride The Ttc, Lrt, Go Station, Up Express, And More! This Transit Hub Offers Quick Access Downtown, Airport, Yonge Street, Suburbs, Etc. Invest In Toronto's Future"
C4902337,Unit 514 - 109 Ossington Ave,Trinity-Bellwoods - Toronto,Condo Apt,649999.0,714442.0,2020-09-12,771555.0,1+1,1,1,3058.0,"Condo Apt, Loft",618.0,,700-799 feet??,,"water,heat",6,14.0,2020-09-08,2020-09-18,2635.0,2.79,Ossington & Queen,"Bbqs Allowed, Bike Storage, Concierge, Party/Meeting Room, Security Guard, Visitor Parking",E,Toronto,"In The Heart Of Ossington! True Boutique Living With Breathtaking Views Of The City. Open Concept With Lots Of Room For Living And Entertaining. Modern And Luxurious Finishes. Built-In S/S Appliances. 10 Foot Floor To Ceiling Windows. Gas Stove And Gas-Line Bbq On Balcony. Steps To Trinity Bellwoods Park. Next Door To The Best Restaurants, Shops, Cafes And Boutiques In The City. Rarely Offered Building! Offers Monday Sept.14."
C4901262,Unit 121 - 40 Merchant Lane,Dufferin Grove - Toronto,Condo Townhouse,699999.0,727778.0,2020-09-08,720000.0,2+1,2,1,2534.0,"Condo Townhouse, 2-Storey",439.0,16-30,1000-1199 feet??,,water,6,8.0,2020-09-08,2020-09-15,3357.0,4.34,Bloor & Symington,"Bbqs Allowed, Bike Storage, Security System, Visitor Parking",NS,Toronto,"Unbeatable Value Steps From The Subway And Up Express. This 2 Bed Plus Den Unit Features Two Spacious Levels Of Living Space, Lots Of Windows And A Functional Layout. Upgraded Hardwood Floors, Private Terrace, Spacious Living Room And A Large Den That Can Be A Home Office. Two Bedrooms, Great Natural Light And A Walk In Closet For The Principal Bedroom. Great Amenities For The Community Include A Playground, Dog Park And Bbq Area. Steps From Everything."
C4889425,Unit 2303 - 30 Nelson St,University - Toronto,Condo Apt,599888.0,650586.0,2020-09-09,625000.0,1,1,1,1946.0,"Condo Apt, Apartment",372.0,,0-499 feet??,,heat,17,22.0,2020-08-28,2020-09-17,2091.0,2.64,University & Richmond St.,,E,Toronto,"Luxury Living @ Studio 2 By Aspen Ridge! Offering Spacious 1 Bedroom + 4 Pc Bath & 1 Parking Spot. Open Concept Layout. K,L & D. Floor To Ceiling Windows. Large Balcony. Great Location. Close To Osgoode & St. Andrews Subway, Shops, Restaurants, City Hall, Eaton Centre, Cn Tower.(2) Tv Brackets. Suite 490 Sq Ft+82 Sq Ft Balcony"
C4885383,Unit 810 E - 576 Front St,Waterfront Communities C1 - Toronto,Condo Apt,585000.0,578268.0,2020-09-03,585000.0,1,1,0,,"Condo Apt, Apartment",342.0,0-5,500-599 feet??,,heat,20,19.0,2020-08-25,2020-09-16,1869.0,2.96,Bathurst & Front,"Concierge, Exercise Room, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",S,Toronto,"Exceptional Location Bright South Facing Luxury Upgraded 1 Bedroom Executive Suite In Toronto Business And Entertainment Districts. Spectacular New Minto West Bldg. Sunny Home W/Full Length Windows, Unobstructed View Of Lake And Cn Tower, Open Balcony, Top Of The Line Kitchen, Build-In Appliances, Large Walk-In Closet. Comes W Locker. Pet Friendly Bldng. Flexible Closing. Ideal For Business Executive Or Professionals."
C4849901,Unit 411 - 438 Richmond St W,Waterfront Communities C1 - Toronto,Condo Apt,699999.0,705789.0,2020-09-10,652500.0,1,1,1,2378.0,"Condo Apt, Apartment",541.0,15-Nov,600-699 feet??,,water,47,20.0,2020-07-29,2020-09-15,2099.0,2.11,Queen St W & Spadina,"Concierge, Exercise Room, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",E,Toronto,"Vibrant Queen West! Rare 1 Bedroom Unit In The Morgan. Spacious Layout, Boasting Updated Kitchen, Breakfast Bar & Full Size Appliances. Yes, There's Even Room To Work From Home! 9 Ft Exposed Concrete Ceilings & Large Windows Showcase Unobstructed Cn Tour & Skyline Views. Large Master W/ Custom Closets (For The Fashion Lovers) & Renovated Semi-Ensuite Bath W/ Super Sleek Designer Finishes. Experience The Best The City Has To Offer, Steps From Your Front Door."
C4825356,Unit 206E - 576 Front St W,Waterfront Communities C1 - Toronto,Condo Apt,636500.0,620012.0,2020-09-09,620000.0,1+1,1,0,,"Condo Apt, Multi-Level",381.0,0-5,500-599 feet??,,heat,66,20.0,2020-07-10,2020-09-17,2150.0,3.19,Bathurst &  Front,"Concierge, Gym, Outdoor Pool, Rooftop Deck/Garden, Visitor Parking",S,Toronto,"Hello King West Investors & First Time Buyers. A Fantastic Opportunity To Buy A 1+Den With Locker In A Boutique Building. Bright, Lots Of Light, Great Layout, Large Den (Can Be Used As A 2nd Bedroom Or Office). Luxury Kitchen, Built In Apps, 11Ft Ceilings, W/I Closet, Private Balcony, South Views/ Cn Tower View. Amenities On The Same Floor - Large Gym. Outdoor Pool, 3 Outdoor Terraces. Great Investment Opportunity - Easy To Rent Out."
